ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
0.1,0.1,0.2949761890763893,286.35483741760254,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,301.04008412361145,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,283.16983294487,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,278.8037574291229,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,279.35604333877563,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,275.6280269622803,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,271.9249475002289,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,277.30718326568604,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,269.8373456001282,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
0.1,0.1,0.2949761890763893,275.40614557266235,0.0,0.0,0.0,14.148219874809604,4.19,0.1880283434112,18.5262482182208,-64.56,39.46310720000001,35.516796480000004
