ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
131.81899334639425,322.38065549212126,0.26189373429544904,120.02624320983887,40.950666654785664,127.13880682851813,0.0001982996378501937,164754.2337901675,5523.215821213919,2119.997331110214,172397.4469424916,-174102.26079297246,536503.3029198246,434586.3958127656
110.67285980693461,269.8763668010811,0.26192555890157065,106.40675759315491,40.950666654785664,127.13880682851813,0.0001982996378501937,136885.2109547544,4637.192825910561,1761.5732298114606,143283.97701047643,-145804.80419790314,443953.73312106566,359704.7548273944
114.06532672516582,288.49599164030064,0.26191367964450957,106.19817090034485,40.950666654785664,127.13880682851813,0.0001982996378501937,142564.77787875524,4779.337189784447,1834.424377799312,149178.53944633898,-155106.67267573162,464245.87977142486,376057.1830020642
136.92047550004298,391.24237290772936,0.26194667427471935,129.8159682750702,40.950666654785664,127.13880682851813,0.0001982996378501937,179487.53217532826,6834.717837827785,2316.2697495376387,188638.51976269367,-207174.35794811358,568375.9330671591,461335.8850424369
172.2762752779321,532.1075600127438,0.26206270333464077,143.79300999641418,40.950666654785664,127.13880682851813,0.0001982996378501937,76832.52946428828,35962.264884637014,1019.3361655273854,113814.13051445267,-279277.16654197936,214368.213164413,192931.39184797168
248.52163167643775,589.3440181036128,0.26257537772297446,147.52780842781067,40.950666654785664,127.13880682851813,0.0001982996378501937,221369.93218984947,10413.056367242745,2860.91244135539,234643.9009984476,-319623.25276725605,681742.0349348391,554815.8478581215
137.63919831687215,341.4466723530373,0.26192110486681847,132.15010261535645,40.950666654785664,127.13880682851813,0.0001982996378501937,49701.55946268386,61700.6158237953,659.0747804261244,112061.25006690527,-184046.1091072232,138423.33816903015,124581.00435212711
209.1108835665487,668.5157712510584,0.2622022952097363,123.2989604473114,40.950666654785664,127.13880682851813,0.0001982996378501937,95789.53306082648,62923.24892010323,1271.0011474088058,159983.78312833852,-349562.44517473725,267627.17470128444,240864.457231156
159.71948761432128,466.47050180384645,0.26198381523515746,160.58556652069092,40.950666654785664,127.13880682851813,0.0001982996378501937,475053.49603207817,25455.118365209997,6192.475848942998,506701.0902462313,-246379.89487088163,1513164.4678854127,1237203.1416397744
151.02750967212688,463.61356338677695,0.2619825640167898,123.91287684440613,40.950666654785664,127.13880682851813,0.0001982996378501937,188762.03652900227,6328.052655262117,2428.922290183371,197519.01147444776,-243493.5507712153,614681.9643655564,497913.7885687155
