ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
238.2705006380303,791.4432382643815,0.24419400960107698,151.69739294052124,34.72083404012439,113.38273286246043,0.00021571410806625916,147070.23741947714,9983.533976733472,1869.3521878481265,158923.12358405872,-377832.79471017985,435756.45390187093,359199.4058133678
181.6653461843295,604.1131265520623,0.24380887933841067,132.91622757911682,34.72083404012439,113.38273286246043,0.00021571410806625916,226324.0562450984,7611.778005123407,2910.978714114391,236846.81296433628,-288367.89560292,735034.5854451036,595446.8531046988
184.4406565760981,557.3504789201153,0.2438644716012374,143.98141431808472,34.72083404012439,113.38273286246043,0.00021571410806625916,80373.98406378881,46570.19996399512,1066.363778808986,128010.54780659293,-268802.1337036555,224296.83230721264,201867.1490764914
197.46378718570568,652.9605081739483,0.24384093794019243,111.2595202922821,34.72083404012439,113.38273286246043,0.00021571410806625916,93650.61038836403,54360.84240962825,1242.596704496451,149254.04950248872,-311866.32544598705,261608.546411047,235447.69176994226
151.649599563917,503.9421827493702,0.2437178336603254,145.36683893203735,34.72083404012439,113.38273286246043,0.00021571410806625916,189411.17575999247,6354.118221728123,2436.8038851278384,198202.09786684846,-240569.73373528232,616216.8710975832,499186.18453915074
152.97915116673337,514.300606062408,0.2437199113482937,134.02688217163086,34.72083404012439,113.38273286246043,0.00021571410806625916,74326.20817528885,59973.41065072414,986.0501881743843,135285.66901418738,-245222.00293040904,207340.22406518788,186606.2016586691
237.7039278311545,795.312863672284,0.24418768242048913,129.3589265346527,34.72083404012439,113.38273286246043,0.00021571410806625916,106164.24570908776,8757.20045146649,1331.0577647286705,116252.50392528292,-379396.72210278164,306283.62514222483,254869.9742056076
258.15602465334547,814.3594423953725,0.24436717933573204,123.02095675468445,34.72083404012439,113.38273286246043,0.00021571410806625916,280766.1992886592,10816.737432975175,3621.6612568018745,295204.5979784362,-390898.5425935665,890180.1686786192,723662.936818712
222.25314118680444,745.2994128852927,0.24403005041275863,124.67347002029419,34.72083404012439,113.38273286246043,0.00021571410806625916,106280.44463826568,41149.1494155496,1410.4349086937996,148840.0289625091,-355455.9787939077,297091.34500820463,267382.2105073842
186.9004317594367,609.1231579898623,0.24379845690069657,123.2475974559784,34.72083404012439,113.38273286246043,0.00021571410806625916,87591.88878662839,32136.391651860653,1162.1733703396403,120890.45380882868,-291369.6690690045,244576.47050168924,220118.8234515203
