charge,discharge,capacity,Energy_use,Average_daily_cost,Energy_hourly_cost,Charge_or_discharge,Gas_heating_needed,Gas_heating_before_ELH_installment
0.0,0.0,1.0485e-05,635.2855838578947,0.030305000000000006,0.026673300000000004,Charge+++++,599.396984,599.496984
0.0,0.0,1.0485e-05,694.7070930578947,0.030305000000000006,0.026673300000000004,Charge+++++,640.4365477,640.5365477
0.0,0.0,1.0485e-05,655.0587016578946,0.030305000000000006,0.0266622,Charge+++++,573.7670206,573.8670206
0.0,0.0,1.0485e-05,601.7727799578947,0.030305000000000006,0.025740900000000004,Charge+++++,590.2846308,590.3846308
0.0,0.0,1.0485e-05,520.9482706578947,0.030305000000000006,0.026751000000000004,Charge+++++,654.0041386,654.1041386
0.0,0.0,1.0485e-05,451.32469655789475,0.030305000000000006,0.027761100000000004,Charge+++++,739.134195,739.234195
0.0,0.0,1.0485e-05,388.89845705789475,0.030305000000000006,0.028438200000000004,Charge+++++,877.6970018,877.7970018
0.0,0.0,1.0485e-05,372.33206355789474,0.030305000000000006,0.028715700000000004,Charge+++++,968.6728585999999,968.7728586
0.0,0.0,1.0485e-05,345.6567409578947,0.030305000000000006,0.0290598,Charge+++++,920.0310254,920.1310254
0.0,0.0,1.0485e-05,362.9549047578947,0.030305000000000006,0.0285714,Charge+++++,1010.219609,1010.319609
0.0,0.0,1.0485e-05,371.71636615789475,0.030305000000000006,0.029847900000000004,Charge+++++,1053.643301,1053.743301
0.0,7.5492000000000005e-06,2.097e-06,389.5739834578947,0.030305000000000006,0.030502800000000004,Discharge-----,1063.514102,1063.614102
0.0,0.0,2.097e-06,456.69682315789476,0.030305000000000006,0.0311244,Discharge-----,1123.174536,1123.274536
0.0,0.0,2.097e-06,532.5213273578947,0.030305000000000006,0.031857,Discharge-----,1092.339823,1092.439823
0.0,0.0,2.097e-06,508.43152025789476,0.030305000000000006,0.0329226,Discharge-----,1073.273378,1073.373378
0.0,0.0,2.097e-06,428.95368605789474,0.030305000000000006,0.0337218,Discharge-----,942.0917489999999,942.191749
0.0,0.0,2.097e-06,409.0256849578947,0.030305000000000006,0.034188,Discharge-----,871.1751494,871.2751494
0.0,0.0,2.097e-06,381.3323349578947,0.030305000000000006,0.0343323,Discharge-----,731.5884050999999,731.6884051
0.0,0.0,2.097e-06,355.58044105789475,0.030305000000000006,0.0341658,Discharge-----,633.1756749,633.2756749
0.0,0.0,2.097e-06,357.81190095789475,0.030305000000000006,0.0338661,Discharge-----,664.8182256,664.9182256
0.0,0.0,2.097e-06,352.55243365789477,0.030305000000000006,0.0335109,Discharge-----,634.6533418,634.7533418
0.0,0.0,2.097e-06,355.3763456578947,0.030305000000000006,0.0332334,Discharge-----,581.7015779,581.8015779
0.0,0.0,2.097e-06,399.80928165789476,0.030305000000000006,0.0329115,Discharge-----,529.4605584999999,529.5605585
