ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,profit_kWh,profit_peak_kW,profit_saved_gas_heating_total,Saved_cost_heating,heating_cost_electricity,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,OPEX_ELH,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
334.6904081,0.1,379.8200888,518871.9364,492.1191587,586.1380596,120.4343756,212844.6187,375.919908,784.4040007,437.7172549,815400.9762,1383446.55,-568045.5742,-790.7985016,-14011.87714,-10.50982646,-5684.96056,796124.9514,[-175637.26614564],2205.786641,1985.207977
224.2111185,155.2551399,257.7677291,367290.8186,497.4826674,586.1380596,120.4343756,212844.6187,375.919908,21226.52012,40389.40744,623065.9233,1058069.444,-435003.5206,-21409.50565,-9390.006178,-285.049109,-3856.627369,649740.6626,[-179160.58677609],62706.15584,56435.54025
291.5609956,382.1571782,1018.591381,703491.8112,472.8111231,586.1380596,120.4343756,212844.6187,375.919908,2758.175458,1310.030994,1083537.029,1834063.333,-750526.304,-2795.983602,-7588.716698,-36.33406677,-9569.298604,1067614.902,[-529477.31527393],20768.82111,18695.31752
174.394295,156.7610555,150.866819,222812.705,485.8801689,586.1380596,120.4343756,212844.6187,375.919908,21823.22358,43584.34192,403517.3586,685229.0442,-281711.6857,-22001.1276,-7242.519758,-292.3981677,-2242.887433,437145.9911,[-136928.36432991],61368.08966,55231.28069
0.1,0.1,456.8286825,650095.8056,496.3060672,586.1380596,120.4343756,212844.6187,375.919908,121.9225713,67.68918609,913072.0183,1547976.633,-634904.6147,-122.9469464,-46.3433765,-1.634969243,-6830.784846,906259.9199,[-151355.45964794],243.6469561,219.1389662
2063.959467,9.28995369,1194.084191,557778.1238,513.2220423,586.1380596,120.4343756,212844.6187,375.919908,395.5684128,220.7371706,681598.0833,1157065.974,-475467.8906,-398.7931064,-21061.38351,-5.30001806,-4362.324479,656386.5878,[-706213.50267938],1112.359855,1001.12387
0.1,1.4902993,116.6854745,227170.6463,522.7341113,586.1380596,120.4343756,212844.6187,375.919908,61.39947305,33.88600546,325372.9477,552280.8825,-226907.9349,-61.92837954,-33.24791507,-0.824076436,-1748.86824,323623.3645,[-39241.1336399],65.89042399,59.13995992
96.7882913,0.1,133.0279714,238404.9505,617.2638373,586.1380596,120.4343756,212844.6187,375.919908,14.03355093,7.831076056,363755.562,617570.1419,-253814.5799,-14.14795314,-4031.585548,-0.188028343,-1986.978788,357744.5263,[-58499.88187356],39.4631072,35.51679648
219.2117006,0.1,346.7568441,505080.6844,615.5637853,586.1380596,120.4343756,212844.6187,375.919908,14.03355093,7.831076056,763475.0047,1295657.077,-532182.0727,-14.14795314,-9032.523934,-0.188028343,-5140.900756,749309.1086,[-147503.48780231],39.4631072,35.51679648
0.1,0.1,0.1,167.1165167,630.3522289,586.1380596,120.4343756,212844.6187,375.919908,14.03355093,7.831076056,313.9560798,531.9768303,-218.0207505,-14.14821987,-4.19,-0.188028343,-1.5,315.7944585,[-86.92],39.4631072,35.51679648
