ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,profit_kWh,profit_peak_kW,profit_saved_gas_heating_total,Saved_cost_heating,heating_cost_electricity,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,OPEX_ELH,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
186.2289914,155.6993136,77.51988424,93316.10269,50.76903057,314.5548602,135.0695022,283371.2651,499.5629001,21007.29518,41657.90498,225529.4727,382574.5511,-157045.0784,-21188.49459,-7793.045143,-282.1118311,-1164.132623,257766.8887,[-113983.63245648],62089.68434,55880.71591
0.1,7.80367484,78.81334609,156704.2048,44.34641981,314.5548602,135.0695022,283371.2651,499.5629001,12.0755782,5.425072658,226458.9979,384153.6299,-157694.632,-12.36957725,-4.19,-0.158325613,-1169.35161,225290.429,[-29155.05047488],40.69110673,35.87499606
185.8573871,153.8904595,101.7432194,137718.3417,41.40116549,314.5548602,135.0695022,283371.2651,499.5629001,21576.40937,42757.97052,286464.0266,486134.3399,-199670.3134,-21752.30134,-7727.389741,-289.0912308,-1515.295765,319514.3284,[-121247.1003204],60674.0347,54606.63123
0.1,0.1,197.2538754,356115.0307,41.02084112,314.5548602,135.0695022,283371.2651,499.5629001,14.03355093,7.831076056,507408.4915,861861.5604,-354453.069,-14.14821987,-4.19,-0.188028343,-2958.808131,504453.0217,[-65384.28352602],39.4631072,35.51679648
117.7888322,468.191365,941.1004213,688262.4181,40.66664982,314.5548602,135.0695022,283371.2651,499.5629001,5515.737303,3851.434125,1073688.653,1817581.161,-743892.5076,-5565.793919,-3274.975162,-74.02808172,-9370.427623,1064770.6,[-511439.51702786],32574.92093,29307.86717
0.1,0.1,0.1,167.1165167,41.58269978,314.5548602,135.0695022,283371.2651,499.5629001,14.03355093,7.831076056,313.9560798,531.9768303,-218.0207505,-14.14821987,-4.19,-0.188028343,-1.5,315.7944585,[-86.92],39.4631072,35.51679648
0.1,137.3373218,94.73709111,135517.6921,53.08695745,314.5548602,135.0695022,283371.2651,499.5629001,122.365031,32.80861763,267700.62,454245.8404,-186545.2204,-129.0024891,-78.67533236,-1.575278988,-1405.329039,266241.2115,[-84843.49020874],234.6865546,191.4457929
420.7326025,4.5026595,1026.570754,827712.7241,39.07641912,314.5548602,135.0695022,283371.2651,499.5629001,520.5310819,145.234749,1070749.047,1812661.046,-741911.9994,-524.7744775,-10663.8149,-6.974328701,-9312.385341,1050906.863,[-404357.6801429],1463.761666,1317.385499
1062.769317,149.2955031,1475.774148,717761.393,39.34129214,314.5548602,135.0695022,283371.2651,499.5629001,20951.46046,18315.98961,1243280.231,2105996.601,-862716.3694,-21122.25782,-44530.03436,-280.7178613,-22136.61222,1194478.059,[-705022.28190076],58916.64443,53024.97999
28.63478571,62.50259473,145.868206,248584.0932,39.95301342,314.5548602,135.0695022,283371.2651,499.5629001,2768.364344,1540.690041,388874.2724,660312.0532,-271437.7808,-2791.396339,-1116.384443,-37.10981616,-2147.491661,387090.9446,[-76898.41582484],6589.980157,5929.390592
