ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,profit_kWh,profit_peak_kW,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
5.16634553335552,33.28387232291693,-22377.394586056136,31.297910928726196,7.4550438952375755,51.81971762234737,27898.973347862517,4113.405272675706,1419.8327024399034,-4768.830768009518,-1025.67277763693,-60.78196039332588,-322.0475309241624,-23058.015613450243,14256.330061263334,11581.530424043627
7.391349105769961,25.136091126541224,-23294.435034815306,27.354570627212524,7.4550438952375755,51.81971762234737,27898.973347862517,7711.990865483825,3822.575412019501,-8623.064105662726,-309.6975275317613,-111.31240012037321,2490.4922441884646,-23381.58833997012,28279.301678675867,22923.943790589543
10.843696392751898,12.657549991807137,-24033.978569454986,26.39987325668335,7.4550438952375755,51.81971762234737,27898.973347862517,34905.32259253414,17082.626023751323,-38811.617425062424,-1413.0482396974403,-503.480708390273,11259.802243135313,-23953.587257883406,127077.38310801938,102973.87070001633
6.411682724921551,12.584794743857229,-16295.436789076413,27.15850830078125,7.4550438952375755,51.81971762234737,27898.973347862517,1501.4796499659417,526.5983677419708,-1671.8449094636958,-268.649506174213,-21.97562237984715,65.60797969015647,-16342.86843815847,5017.275751357296,4188.360006768819
14.282757858595536,29.759061645178367,-36992.73771358319,24.38809084892273,7.4550438952375755,51.81971762234737,27898.973347862517,18627.01999205285,9203.133011292077,-20760.664571790836,-745.6197018850424,-268.781432582033,6055.087297087021,-37142.71712137126,68084.51024850053,55160.61989933859
2.8783578186713594,13.37718890225193,-10622.711126896938,29.215462923049927,7.4550438952375755,51.81971762234737,27898.973347862517,2987.256466683899,1488.5969620969647,-3358.015381801279,-120.60319260233,-43.12083658988633,954.114017787367,-10638.774131313032,11012.59701423662,8935.860109371704
27.754585748254925,119.77250226894623,-98630.72512774705,26.265985250473022,7.4550438952375755,51.81971762234737,27898.973347862517,29077.32912379988,14168.358179399966,-32379.68721386544,-1162.9171428518814,-419.48018314170525,9283.602763340821,-98645.88049120898,106189.04507282334,86021.62661687612
1.0329415761817964,172.25606645683115,-75137.36555648969,28.754453659057617,7.4550438952375755,51.81971762234737,27898.973347862517,21514.8543765528,8537.817673686399,-22739.408303286564,-45647.46282358938,-318.27687934206364,-38652.475955978814,-75373.27644125462,66799.47491368033,60119.5274223123
7.722268887329156,47.625019157271744,-32736.802805749034,29.179232120513916,7.4550438952375755,51.81971762234737,27898.973347862517,8079.9666617281255,3993.7168101915445,-9009.129281232537,-323.5630663790916,-116.59619404189101,2624.394930266148,-33557.27118720411,29545.40076292135,23938.67761960661
2.060585350062618,9.40694160003769,-7533.847453468627,26.288716793060303,7.4550438952375755,51.81971762234737,27898.973347862517,2131.0627685645504,1065.67052655761,-2403.967031527253,-86.3385261676237,-30.773045991296982,675.6546914359868,-7543.693280789195,7883.799549339577,6400.82217108053
