charge,discharge,capacity,Energy_use,Average_daily_cost,Energy_hourly_cost,Charge_or_discharge
0.0,0.0,0.042901573763026654,635.1803207,0.030305000000000006,0.026673300000000004,Charge+++++
0.0,0.0,0.042901573763026654,694.6018299,0.030305000000000006,0.026673300000000004,Charge+++++
0.0,0.0,0.042901573763026654,654.9534385,0.030305000000000006,0.0266622,Charge+++++
0.0,0.0,0.042901573763026654,601.6675168,0.030305000000000006,0.025740900000000004,Charge+++++
0.0,0.0,0.042901573763026654,520.8430075,0.030305000000000006,0.026751000000000004,Charge+++++
0.0,0.0,0.042901573763026654,451.2194334,0.030305000000000006,0.027761100000000004,Charge+++++
0.0,0.0,0.042901573763026654,388.7931939,0.030305000000000006,0.028438200000000004,Charge+++++
0.0,0.0,0.042901573763026654,372.2268004,0.030305000000000006,0.028715700000000004,Charge+++++
0.0,0.0,0.042901573763026654,345.5514778,0.030305000000000006,0.0290598,Charge+++++
0.0,0.0,0.042901573763026654,362.8496416,0.030305000000000006,0.0285714,Charge+++++
0.0,0.0,0.042901573763026654,371.611103,0.030305000000000006,0.029847900000000004,Charge+++++
0.0,0.030889133109379192,0.00858031475260533,389.4687203,0.030305000000000006,0.030502800000000004,Discharge-----
0.0,0.0,0.00858031475260533,456.59156,0.030305000000000006,0.0311244,Discharge-----
0.0,0.0,0.00858031475260533,532.4160642,0.030305000000000006,0.031857,Discharge-----
0.0,0.0,0.00858031475260533,508.3262571,0.030305000000000006,0.0329226,Discharge-----
0.0,0.0,0.00858031475260533,428.8484229,0.030305000000000006,0.0337218,Discharge-----
0.0,0.0,0.00858031475260533,408.9204218,0.030305000000000006,0.034188,Discharge-----
0.0,0.0,0.00858031475260533,381.2270718,0.030305000000000006,0.0343323,Discharge-----
0.0,0.0,0.00858031475260533,355.4751779,0.030305000000000006,0.0341658,Discharge-----
0.0,0.0,0.00858031475260533,357.7066378,0.030305000000000006,0.0338661,Discharge-----
0.0,0.0,0.00858031475260533,352.4471705,0.030305000000000006,0.0335109,Discharge-----
0.0,0.0,0.00858031475260533,355.2710825,0.030305000000000006,0.0332334,Discharge-----
0.0,0.0,0.00858031475260533,399.7040185,0.030305000000000006,0.0329115,Discharge-----
0.0,0.0,0.00858031475260533,502.3559435,0.030305000000000006,0.0325896,Discharge-----
0.03432125901042132,0.0,0.042901573763026654,634.2627189,0.036795,0.032634,Charge+++++
0.0,0.0,0.042901573763026654,694.1354113,0.036795,0.0320901,Charge+++++
0.0,0.0,0.042901573763026654,679.4077974,0.036795,0.031202100000000003,Charge+++++
0.0,0.0,0.042901573763026654,627.8545175,0.036795,0.030957900000000003,Charge+++++
0.0,0.0,0.042901573763026654,535.1909435,0.036795,0.0313686,Charge+++++
0.0,0.0,0.042901573763026654,451.2150221,0.036795,0.0337773,Charge+++++
0.0,0.0,0.042901573763026654,363.2519226,0.036795,0.03646350000000001,Charge+++++
0.0,0.030889133109379192,0.00858031475260533,339.3946162,0.036795,0.037640099999999996,Discharge-----
0.0,0.0,0.00858031475260533,316.0991349,0.036795,0.0387057,Discharge-----
0.0,0.0,0.00858031475260533,307.049272,0.036795,0.0390942,Discharge-----
0.0,0.0,0.00858031475260533,306.132309,0.036795,0.0393051,Discharge-----
0.0,0.0,0.00858031475260533,321.6310378,0.036795,0.0389277,Discharge-----
0.0,0.0,0.00858031475260533,382.8902061,0.036795,0.0386835,Discharge-----
0.0,0.0,0.00858031475260533,457.2472578,0.036795,0.038517,Discharge-----
0.0,0.0,0.00858031475260533,437.2480526,0.036795,0.038628,Discharge-----
0.0,0.0,0.00858031475260533,384.3435822,0.036795,0.0398823,Discharge-----
0.0,0.0,0.00858031475260533,372.3755762,0.036795,0.04164720000000001,Discharge-----
0.0,0.0,0.00858031475260533,354.7964917,0.036795,0.0427128,Discharge-----
0.0,0.0,0.00858031475260533,331.7350784,0.036795,0.04093680000000001,Discharge-----
0.0,0.0,0.00858031475260533,319.1035683,0.036795,0.03942720000000001,Discharge-----
0.0,0.0,0.00858031475260533,315.0680472,0.036795,0.0391053,Discharge-----
0.0,0.0,0.00858031475260533,328.7878033,0.036795,0.0385614,Discharge-----
0.03432125901042132,0.0,0.042901573763026654,389.1411821,0.036795,0.03661890000000001,Charge+++++
0.0,0.0,0.042901573763026654,532.2009702,0.036795,0.0343434,Charge+++++
0.0,0.0,0.042901573763026654,642.7675858,0.036245000000000006,0.0340215,Charge+++++
0.0,0.0,0.042901573763026654,708.5730209,0.036245000000000006,0.0337107,Charge+++++
0.0,0.0,0.042901573763026654,693.9138754,0.036245000000000006,0.0334665,Charge+++++
0.0,0.0,0.042901573763026654,651.2432522,0.036245000000000006,0.0334554,Charge+++++
0.0,0.0,0.042901573763026654,566.2216051,0.036245000000000006,0.033744,Charge+++++
0.0,0.0,0.042901573763026654,485.8338565,0.036245000000000006,0.03578640000000001,Charge+++++
0.0,0.030889133109379192,0.00858031475260533,396.9873385,0.036245000000000006,0.037185,Discharge-----
0.0,0.0,0.00858031475260533,368.387328,0.036245000000000006,0.039738,Discharge-----
0.0,0.0,0.00858031475260533,351.3782577,0.036245000000000006,0.0408258,Discharge-----
0.0,0.0,0.00858031475260533,350.3099582,0.036245000000000006,0.0401487,Discharge-----
0.0,0.0,0.00858031475260533,347.7949997,0.036245000000000006,0.039294,Discharge-----
0.0,0.0,0.00858031475260533,357.8807683,0.036245000000000006,0.0387612,Discharge-----
0.0,0.0,0.00858031475260533,412.5232464,0.036245000000000006,0.0386391,Discharge-----
0.0,0.0,0.00858031475260533,497.8935291,0.036245000000000006,0.0378399,Discharge-----
0.0,0.0,0.00858031475260533,470.6258442,0.036245000000000006,0.03801750000000001,Discharge-----
0.0,0.0,0.00858031475260533,395.716442,0.036245000000000006,0.0383061,Discharge-----
0.0,0.0,0.00858031475260533,386.4918311,0.036245000000000006,0.0387834,Discharge-----
0.0,0.0,0.00858031475260533,364.1530894,0.036245000000000006,0.03839490000000001,Discharge-----
0.0,0.0,0.00858031475260533,343.3985604,0.036245000000000006,0.0378066,Discharge-----
0.0,0.0,0.00858031475260533,323.9027288,0.036245000000000006,0.0365523,Discharge-----
0.03432125901042132,0.0,0.042901573763026654,304.8851598,0.036245000000000006,0.035298,Charge+++++
