ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
0.1,0.1,0.1,0.253808057,46.84698725,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,13.862415,0.253808057,43.60293794,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-4645.031847,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,50.86922431,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,44.63069797,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,46.40022397,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,47.16789103,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,44.59935856,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,54.78634405,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,46.55575156,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,46.7126832,0,0,0,4.128724499,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
