ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
69.10889258,77.43527958,102.423792,0.246529624,37.91575217,78.61532919,58.57575165,0.012907758,67.84559007,9706.496273,2788.626154,128.99838,12624.12081,-74343.97394,27073.98685,24366.58817
133.6918688,139.7322586,62.84144409,0.250881962,32.00682902,78.61532919,58.57575165,0.012907758,67.84559007,19769.61107,5601.689303,262.736251,25634.03662,-95090.23141,55142.691,49628.4219
0.1,0.1,177.8669218,0.253808057,18.95584774,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-58963.32451,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,22.97942424,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
40.65975293,44.88691335,37.90814902,0.247433512,24.06372809,78.61532919,58.57575165,0.012907758,67.84559007,5372.854373,1626.871459,71.40463527,7071.130467,-36075.33687,14986.29794,13487.66815
248.5256092,155.8514926,101.7379914,0.294056718,28.32686639,78.61532919,58.57575165,0.012907758,67.84559007,21952.22883,10412.57992,291.748296,32656.55704,-131333.6343,61231.69555,55108.52599
0.1,0.1,178.8813169,0.253808057,27.08461118,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-59299.29216,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,30.05523896,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,22.39206004,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,19.02983713,78.61532919,58.57575165,0.012907758,67.84559007,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
