ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
0.1,0.1,0.1,0.253808057,184.5615451,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,176.9445415,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,171.7230368,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,205.6496704,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,185.2477708,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,176.5678103,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,186.1408241,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,197.7607579,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,251.750526,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
0.1,0.1,0.1,0.253808057,255.524838,0,0,0,0,14.14821987,4.19,0.188028343,18.52624822,-86.92,39.4631072,35.51679648
