ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
0.1,0.1,0.253808057,37.30917406,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,36.40993357,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.70729089,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.53374958,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.36995101,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.46662927,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,34.82334161,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.02518368,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,33.90804744,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,34.09824419,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
