ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
120.3481315,845.77449,1.974541337,16.41579485,93.93512012,244.2211215,0.514232893,9586.349004,4909.853757,127.6010039,14623.80376,[-347083.23348309],54849.16778,49334.00683
218.7044449,156.6863093,0.280598906,14.43558717,93.93512012,244.2211215,0.514232893,22050.06825,9186.537596,293.048596,31529.65444,[-93525.53296325],61504.60058,55354.14052
0.1,0.1,0.253808057,14.08238626,93.93512012,244.2211215,0.514232893,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
235.4895124,156.4492482,0.288004194,14.25272846,93.93512012,244.2211215,0.514232893,20201.50877,9805.396,268.4809732,30275.38574,[-95930.88683457],56348.38469,50713.54622
0.1,0.1,0.253808057,14.34287047,93.93512012,244.2211215,0.514232893,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,14.08544993,93.93512012,244.2211215,0.514232893,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,14.07797289,93.93512012,244.2211215,0.514232893,6235.434473,1847.953081,82.88987292,8166.277427,[-53.8],15412.61932,13868.88849
178.4986515,155.0375374,0.264050082,14.62339902,93.93512012,244.2211215,0.514232893,20983.40013,7512.744151,278.8724224,28775.0167,[-86901.2088873],58529.32649,52676.39384
0.1,0.1,0.253808057,14.17469716,93.93512012,244.2211215,0.514232893,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
127.1516302,141.8154779,0.24680892,14.38633013,93.93512012,244.2211215,0.514232893,19767.33005,5325.458579,262.7061697,25355.4948,[-74114.74656872],55136.37758,49622.73982
