ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
0.1,0.1,0.253808057,130.3602345,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,135.9880667,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,135.5402606,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,131.896641,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,136.8997314,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,131.4129801,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,130.6759524,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,134.2386107,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,129.795974,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
0.1,0.1,0.253808057,130.9064627,0,0,0,14.14821987,4.19,0.188028343,18.52624822,[-53.8],39.4631072,35.51679648
