ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,profit_kWh,profit_peak_kW,profit_saved_gas_heating_total,Saved_cost_heating,heating_cost_electricity,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,OPEX_ELH,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
20.93809067111967,10.623278546705324,1522.7233193927605,947834.8070443901,41.28684997558594,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,24847.190366875246,1114.725386735781,1243327.0203932687,2106077.6591669256,-862750.6387736568,-24520.95485376565,-877.3059991199145,-314.07846093433045,-22840.849790891407,1220735.7470421686,497075.79548064194,79585.68264092586,64482.74537721541
1.743611344342216,58.830497180251,1518.9484425884416,931911.4084455511,40.43161654472351,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,2032.3380865211473,3.680577342965563,1243297.7183449282,2106028.609378754,-862730.8910338258,-2041.9729634709229,-73.05731532793887,-25.684591561682115,-22260.359087408473,1220932.6630510231,479919.4453147,6627.466719844764,5387.942141379896
6.082268442095742,7.927276989849149,1483.49026525073,948238.9770649817,37.477110147476196,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,7184.869799375804,71.43854830274081,1243296.8534696302,2106027.1484464365,-862730.2949768064,-7123.048238721651,-254.84704772381156,-90.78674576217875,-22252.35397876095,1220832.12580634,487341.6381024087,23118.702348405914,18748.839105604144
1.227246089757609,88.89230696271329,1528.3765693216358,921054.4230448275,39.98200869560242,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,38540.41372988715,21470.8646285657,1190284.235330679,2013979.7875182375,-823695.5521875585,-39002.42475128921,-3256.2482152479515,-489.68381751333493,-12851.63885225542,1194695.518052826,471418.81967128185,112673.41908135598,93859.1973597901
24.527612484241242,232.04892436843636,1506.9021133501167,862360.645427318,42.01781606674194,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,29145.49051129352,1929.2633371264228,1243318.3696077191,2106063.222316518,-862744.8527087985,-28724.705028922104,-1027.7069630897083,-368.3582956853179,-22603.531700251755,1221668.8214681905,405122.8298397081,93229.45505260097,75520.50730661025
21.45997285602678,77.92482831223971,1486.5072362261183,919454.5995388364,37.901097774505615,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,25470.469541461593,1233.1514243449326,1243300.5121927143,2106033.3001351305,-862732.7879424162,-25132.13997547032,-899.1728626675219,-321.9610386717012,-22297.608543391772,1221353.2507383195,458809.6094979899,81569.3568257578,66087.88568565993
4.216844070102491,84.92215228203034,1523.4034442619552,921693.971034636,38.67327904701233,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,4972.696381213576,22.217152857048106,1243325.995920901,2106075.9494777606,-862749.9535568597,-4938.417962387358,-176.68576653729443,-62.83247456540492,-22812.74531125859,1220330.2279402227,470872.0526737621,16028.224310459565,13002.84639433057
13.186150592238294,40.80377134431139,1494.0501686029718,935369.1990213083,40.08246326446533,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,173324.70234675787,56060.1300149136,1243308.7168386576,2106047.0659866165,-862738.3491479595,-170826.8579543577,-6111.810416352874,-2190.7802937376146,-22410.75252904458,1271153.3480068361,476986.4888259732,554438.9353832286,449117.7662643826
4.856125674682558,198.4636238174989,1499.3219485353477,875475.2379754806,37.06049370765686,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,37244.96452035565,21144.148389785136,1243118.585350823,2105693.6775345593,-862575.0921837365,-38747.12445747407,-4635.133990384216,-481.95071256296507,-21474.107440688498,1236169.381659854,418610.7954647438,108532.13581319644,91934.23230059631
10.142678113501873,11.561285641474846,1504.1114900494754,947901.7425143798,35.94519305229187,8.279824377772064,73.4313790140424,28328.58659147651,15.242095338878835,1622.4589085426676,452.686535837191,1243316.8437389794,2106060.6758727743,-862743.8321337953,-1635.6852751466229,-45624.93555214728,-21.73849386870208,-22561.672350742123,1175547.9575114544,492152.8426294351,4562.442546393428,4106.198291754084
