ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,profit_kWh,profit_peak_kW,profit_saved_gas_heating_total,Saved_cost_heating,heating_cost_electricity,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,OPEX_ELH,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
9.919638399,4.446434965,1527.171715,952392.3148,118.607599,3.659466814,19.44355418,7450.998921,2.295811987,623.9927154,174.101852,1211667.606,2050328.949,-838661.3435,-629.0795354,-415.6328489,-8.360558006,-14173.43598,1197239.191,502592.6773,1754.701397,1579.231257
2.221064253,9.512114382,1529.007137,951938.4443,120.3763866,3.659466814,19.44355418,7450.998921,2.295811987,1196.718543,359.0191096,486550.4923,826428.0182,-339877.5259,-1196.891153,-93.06259219,-15.16715422,-2809.174653,483991.9344,502374.5546,3567.933056,2909.896806
9.254479385,57.13141806,1529.042912,932573.272,121.1493406,3.659466814,19.44355418,7450.998921,2.295811987,6716.888649,770.4663581,1238213.316,2096453.277,-858239.9615,-6594.463945,-387.7626863,-84.63638012,-17674.86035,1220958.947,482806.3979,19850.17654,16276.14546
4.124476678,0.383871879,1528.215292,954982.5718,117.0116117,3.659466814,19.44355418,7450.998921,2.295811987,4900.237908,19.77993159,1243330.023,2106082.671,-862752.6473,-4830.244935,-172.8155728,-61.93217842,-22923.22939,1220261.819,505381.7798,15677.13585,12699.63467
3.602175345,0.729645162,1525.762143,954752.8272,125.0568967,3.659466814,19.44355418,7450.998921,2.295811987,102.3951254,28.56953378,1243328.682,2106080.432,-862751.7501,-103.2298556,-13500.16125,-1.37193971,-22886.43215,1206968.451,504512.4402,287.9406524,259.1465871
2.044597574,46.97971153,1527.514363,937156.2655,131.5561016,3.659466814,19.44355418,7450.998921,2.295811987,2399.725989,4.31592713,1243329.64,2106082.031,-862752.3909,-2394.463067,-85.66863833,-30.34046007,-22912.71545,1220310.494,487324.0172,7771.515377,6309.438249
3.168229042,2.862574594,1524.312472,953935.8657,117.2195508,3.659466814,19.44355418,7450.998921,2.295811987,401.7208636,112.0851968,1243327.889,2106079.109,-862751.22,-404.9957123,-23828.91041,-5.382451589,-22864.68708,1196737.72,503266.7442,1129.660881,1016.694793
0.557055943,24.44937466,1521.978944,945741.2008,127.6710596,3.659466814,19.44355418,7450.998921,2.295811987,3431.115445,957.3245626,1243326.613,2106076.98,-862750.3665,-3459.086071,-55505.16341,-45.97175415,-22829.68416,1165875.148,494480.8397,9648.482933,8683.63464
3.85114729,26.58669137,1524.144269,944694.1562,124.8204887,3.659466814,19.44355418,7450.998921,2.295811987,3049.268875,464.0819861,1218347.933,2061748.732,-843400.7992,-2979.902574,-161.3630714,-38.3774413,-14709.0999,1203972.541,493875.991,9086.132661,7390.807148
11.93302807,3.801622914,1528.565174,952382.636,110.7372215,3.659466814,19.44355418,7450.998921,2.295811987,14142.22697,225.8176578,1243330.215,2106082.99,-862752.7752,-13974.97256,-499.9938762,-178.7391555,-22928.4776,1220116.076,503005.5593,45357.4397,36760.03795
