ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,profit_kWh,profit_peak_kW,profit_saved_gas_heating_total,Saved_cost_heating,heating_cost_electricity,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,OPEX_ELH,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
7.450389273539501,197.73124250341132,1514.5903393682045,876571.6543409347,74.07581830024719,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,27756.814345494247,29760.28500232019,1243322.2051946344,2106069.623329952,-862747.4181353176,-27974.923536100545,-43986.77621907235,-371.79077968554685,-22708.75383966817,1205797.0601679222,423566.70289251895,78030.89219701319,70227.80297731186
16.180357484420263,2.3390652589745606,1516.8472283794856,951228.1620582063,67.96469593048096,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,19224.281054689134,500.46486092564714,1243323.8074395221,2106072.2972339154,-862748.4897943932,-18949.092428017535,-677.9569785972091,-242.96800109153685,-22752.708425692286,1220425.8275217384,499061.80064681097,61501.538798281406,49820.48500252533
3.1156426728920508,12.097453021047265,1512.968222606058,949504.3474397617,73.18517208099365,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,3668.724958533807,6.576788954724542,1243321.6864604389,2106068.757641173,-862747.0711807343,-3648.782237237597,-130.54542799417692,-46.38354208135875,-22694.523339090872,1220476.7536615236,495923.13898160844,11842.557799662685,9608.807931261521
8.025262335364328,89.00679854395126,1520.9911653607617,919440.2640334809,71.2958242893219,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,8473.98255166446,1753.331544989104,1196709.3462748304,2024877.1926912805,-828167.8464164502,-8285.034912479276,-336.2584918517654,-106.7500826602768,-13197.518200663251,1185011.0986838294,467916.6689386762,26047.573649598347,21161.41221219773
16.057348375693977,40.03112826096227,1522.029231195305,937347.8156327773,67.87093424797058,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,5617.7887719524415,1567.4340501630907,1243326.640876806,2106077.0258114506,-862750.3849346439,-5663.585268498642,-46701.15461803135,-75.26986731790005,-22830.438467929573,1175241.415477144,486126.63281441526,15797.527058993037,14217.774353093731
2.7407442583819512,40.80137731181331,1518.5963823923714,938739.5368950875,69.5215163230896,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,3240.940399343307,5.785418438098802,1243324.7638493069,2106073.8933369406,-862749.1294876336,-3209.7323142362434,-114.83718442620375,-40.959294866971234,-22778.945735885573,1220427.0151376736,486671.4030529484,10417.568926109796,8446.535707477437
4.5666649714128456,17.335565580571892,1526.7611722717659,948367.4715514432,64.94513773918152,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,5400.22647563035,31.44758491158356,1243329.2282274405,2106081.3437076514,-862752.1154802105,-5348.099182259357,-191.3432623021982,-68.24887071637853,-22901.417584076484,1220251.793388628,498236.778384704,17357.893556340226,14073.656430327246
13.719384181861415,22.723530900023174,1513.537024115029,943726.4715436694,59.63689827919006,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,16269.634907940423,272.9527450375113,1243321.9974721193,2106069.2766725463,-862747.2792004271,-16067.004648561902,-574.8421972199934,-205.63307938638368,-22703.055361725434,1220314.0498382035,490398.0197943476,52147.37927525523,42257.6682481751
2.433173235911536,24.253520095673725,1528.8018067425255,946170.7418464972,67.6661365032196,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,3403.630094699798,949.655802515718,1243330.344014135,2106083.2057865914,-862752.8617724568,-3431.3766583752936,-18194.85349590123,-45.60349205479779,-22932.02710113788,1203079.769163881,496537.6321943846,9571.192635129264,8614.073371616338
12.45721928817531,6.6303921330514815,1527.0336390301861,951135.86007977,65.21535921096802,5.2389211217017255,56.010371159637636,21850.015444738285,5.564917642663516,930.4794567836905,259.61552538635635,1218092.7249992928,2061312.401125205,-843219.6761259115,-938.0647721023538,-521.9574881745455,-12.467016489443228,-14686.629814389928,1203123.7008903068,501319.3583985335,2616.5587552464726,2354.9028797218257
