ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
398.7605734795001,930.8318354178084,0.22791558384292837,19.350332498550415,82.53609891025131,226.45015889113867,0.0008999653885852322,411171.10181590886,16708.068028791055,5309.228422946782,433188.39826764667,-421615.3236783606,1325846.3805524984,1077217.5280440408
258.1532379270953,849.7741667152361,0.22605423207156963,18.704737424850464,82.53609891025131,226.45015889113867,0.0008999653885852322,302289.3781331388,10816.620669145292,3886.3156633181084,316992.31446560216,-369145.3074891217,972586.2675140367,788702.6552522262
247.53558315976255,834.0848307899985,0.2259591783052339,20.002837419509888,82.53609891025131,226.45015889113867,0.0008999653885852322,118278.97738723474,40383.19813146226,1570.0454812984415,160232.22099999545,-361459.11091764004,330856.948480145,297771.25363213057
329.47269418749784,1165.0677854967664,0.22813980208872356,17.864436864852905,82.53609891025131,226.45015889113867,0.0008999653885852322,358687.7878779065,13804.905886456161,4619.252123270553,377111.9458876333,-502469.91901044117,1148558.682655988,932958.3137931669
250.49250139607318,850.0174529089525,0.22614909063228106,18.51039218902588,82.53609891025131,226.45015889113867,0.0008999653885852322,459320.2359204118,62695.99299603794,5873.966192957965,527890.1951094078,-368100.07687989995,1382864.5972869224,1153137.7525465866
188.8232594811941,521.4524541048728,0.2257964514714479,18.672077178955078,82.53609891025131,226.45015889113867,0.0008999653885852322,75333.56722804719,41225.52112386423,999.4289680787642,117558.5173199902,-231046.19614841818,210167.45693130963,189150.71123817866
318.4313618382016,869.6837644593672,0.22699937468814502,19.724413633346558,82.53609891025131,226.45015889113867,0.0008999653885852322,360527.9944116844,13342.274061020651,4637.039243206827,378507.3077159119,-385863.5077691101,1161373.9032745154,942254.6592827406
106.96888056908132,291.42333486828386,0.22569521548342264,16.06880021095276,82.53609891025131,226.45015889113867,0.0008999653885852322,44244.863743827336,7606.2532975134145,544.8080302456672,52395.92507158642,-129338.93135941538,126286.55854016509,103969.46024012734
312.47219685629483,923.748712464582,0.22688085908874137,18.963138103485107,82.53609891025131,226.45015889113867,0.0008999653885852322,228606.45482799894,16484.028922338985,2907.081064661305,247997.56481499926,-406018.86178343196,681846.3678318509,561011.1918917059
371.7258067229302,803.3074086449169,0.2278625410914685,18.58071255683899,82.53609891025131,226.45015889113867,0.0008999653885852322,111925.31318323681,4810.90277685266,1446.7882012226155,118183.00416131206,-367960.04348497366,348118.1163603021,282463.3804275233
