ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
244.7318174557023,815.7077942854702,0.22593939817738012,49.368534326553345,38.013799062775725,120.0737698268792,0.0002530129036774773,286408.3879751911,10254.263151393929,3682.5584549998907,300345.2095815849,-353889.5679733135,920691.1548673947,746588.1130326078
216.177704018158,724.1603042157217,0.22566377731059928,50.77576470375061,38.013799062775725,120.0737698268792,0.0002530129036774773,274230.93197046436,9344.685420527292,3526.457410034223,287102.07480102585,-314010.4327586608,889197.915837899,720570.184448235
258.37323629745026,819.2610474213236,0.2260621029736944,50.993937730789185,38.013799062775725,120.0737698268792,0.0002530129036774773,188316.07162296132,10825.83860086317,2414.6938993833073,201556.60412320777,-357302.3372174397,566675.0511292749,465225.80825667584
165.201784750658,530.025462414927,0.22549785484214563,47.15698266029358,38.013799062775725,120.0737698268792,0.0002530129036774773,79787.59966407137,18623.004335867077,1014.3172979997818,99424.92129793823,-230867.93554278748,213547.9767788806,192193.17910099254
251.08231228928642,826.7049413391856,0.22598925633193306,55.181556224823,38.013799062775725,120.0737698268792,0.0002530129036774773,297303.93155886733,10520.3488849211,3822.562535975513,311646.842979764,-359114.61123785685,957906.8976570896,776689.8405037557
156.1673088553763,524.6819403823624,0.2254256501461785,53.15532374382019,38.013799062775725,120.0737698268792,0.0002530129036774773,178961.87530094702,6543.410241040266,2305.515439478872,187810.8009814662,-227443.90675449546,570167.7141026701,462896.42272864224
225.65603838602996,693.0079055908657,0.22584775931876627,53.87887144088745,38.013799062775725,120.0737698268792,0.0002530129036774773,203828.59183737077,9454.988008374656,2636.1894855304595,215919.7693312759,-303296.2953678062,627663.6701903052,511124.46282857854
261.9925062372024,857.5118333567127,0.22611071791846613,49.80593013763428,38.013799062775725,120.0737698268792,0.0002530129036774773,11601.819290001984,388.93902987049097,149.25769730830228,12140.01601718078,-372728.0904705283,37779.996457587076,30604.28528698123
270.4052380060493,840.3607032946076,0.22623322636417276,50.74449849128723,38.013799062775725,120.0737698268792,0.0002530129036774773,125567.1242996591,11329.979472453468,1583.7092256035612,138480.81299771613,-367304.6851375614,365876.6200129001,302810.8771060578
251.63460465169152,830.7778899924552,0.225995706676608,54.787631034851074,38.013799062775725,120.0737698268792,0.0002530129036774773,307652.96272528195,10543.489934905878,3954.868548842513,322151.3212090303,-360781.98395723524,997835.7744868962,808641.2077195484
