ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,Charge_cost,Fixed_OnM,Variable_OnM,Combined_cost_charge,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
215.93548731392525,1676.914039782398,0.3781997301356572,10.410971403121948,85.81299761704732,580.2797510614922,0.011196764624427863,210039.63086315658,9047.696918453468,2754.0393667128997,221841.36714832296,-1085855.0087436915,673395.598709361,546769.0545486489
153.6049174742715,740.9036039521877,0.40511862613934446,9.766055583953857,85.81299761704732,580.2797510614922,0.011196764624427863,391559.32669906266,49910.97068240281,5206.175270494756,446676.4726519602,-579290.6488693084,1211653.8625076704,1011369.4625880446
284.663960952595,2550.9278112470006,0.3900367246920473,10.222118377685547,85.81299761704732,580.2797510614922,0.011196764624427863,338151.5059094199,27521.256609785018,4473.39131023252,370146.1538294375,-1576869.2690450838,1063582.166909727,867911.5017112648
115.28231018109807,943.1748826848805,0.37658163130853217,9.334553480148315,85.81299761704732,580.2797510614922,0.011196764624427863,260597.5225851556,9846.528117336713,3392.5953487707848,273836.6460512631,-600183.8659917902,853614.8401727247,691982.158618561
110.18937649536052,951.3786618259073,0.3776538678198402,8.734947443008423,85.81299761704732,580.2797510614922,0.011196764624427863,121785.1621391304,18575.713006145266,1614.3266817638184,141975.2018270395,-594979.487667194,366842.78120445716,308373.04873742483
131.59949228052105,1288.7385932165348,0.3846060268024648,10.01482367515564,85.81299761704732,580.2797510614922,0.011196764624427863,205546.5563520003,41207.61767118386,2699.134579354129,249453.3086025383,-775752.3399655046,622244.3380577632,518949.9731314944
216.56671243620758,1791.6064722122867,0.37847796418443147,8.903823137283325,85.81299761704732,580.2797510614922,0.011196764624427863,114217.43584872116,24988.08615523689,1467.7650477585473,140673.2870517166,-1135943.7532494345,342488.8780166291,280275.9959472083
121.78106942976845,1225.0136494593337,0.38704835763748696,9.69490122795105,85.81299761704732,580.2797510614922,0.011196764624427863,135617.1416580055,5102.626809107297,1765.0703771620392,142484.83884427484,-731730.5674892579,443979.2726999008,359934.5934183535
393.8675962990379,2370.9382735622557,0.4092758754742798,9.488891124725342,85.81299761704732,580.2797510614922,0.011196764624427863,334972.51111247635,16802.64107217848,4424.17032420246,356199.3225088573,-1686717.9968665023,1071838.0002969997,872451.2829832316
217.76094524453234,1803.636823979088,0.37862291875505133,10.017768621444702,85.81299761704732,580.2797510614922,0.011196764624427863,254218.18133403,9684.018762298667,3311.646092977951,267213.8461893066,-1143126.8198117032,832481.7652821733,674988.5594988691
