Electricty [kW],Heating demand [kW]
526.6121727,109.0537031
483.226653,149.9534192
400.6132313,185.8802069
322.847901,222.9839889
244.474999,281.0980911
211.2570663,294.0375609
200.0956743,314.3540928
200.1940505,328.2354615
198.6139388,324.7933735
211.4180798,320.3005393
255.9394421,334.0721606
298.7618878,251.5631952
276.7730029,249.6388673
243.3118386,227.4942847
230.859667,174.8759505
222.8395512,122.9946256
218.9547625,120.7764112
207.5835734,91.86411455
202.8977503,77.27967182
210.5649274,63.93691904
252.3192683,58.41603477
334.9092507,35.00133064
427.1184273,49.87296174
493.7303363,33.47626178
509.9658827,34.74922859
458.4915944,39.51890474
373.2266656,63.68002721
290.5796064,79.00582669
203.9370621,93.31601701
169.0636205,101.6084579
156.1346476,115.4459884
154.7777463,124.1449861
158.1685825,141.587773
170.4688552,133.2994402
210.8874352,121.7718349
281.2675762,151.6257528
258.5221661,134.461499
239.6179027,164.3953903
240.4244162,164.9655144
244.6078521,166.0777702
228.0954403,112.0492743
224.6439033,123.0854119
216.9170325,99.48588205
223.7709633,84.61226922
265.4388375,79.88590366
355.3123916,89.76300729
437.9594215,62.76781493
507.6780604,60.364505
522.5605105,54.91930629
471.6780513,61.57901145
381.9905799,73.60394715
296.4356984,89.30400818
204.97471,98.30860059
170.4578947,108.25662
156.4535403,117.3246595
154.7650182,124.5779355
160.4426667,152.4023365
171.9619294,140.5601149
213.4116479,133.6381565
279.362396,143.6570675
262.1093421,151.1619284
237.7513917,156.6168946
242.109948,173.2137719
242.5866734,157.6110866
234.2820214,140.3654328
223.6554038,119.0865619
216.4591816,97.78528361
225.071464,90.79534269
266.361448,84.35241869
357.155931,98.42059511
439.3584463,69.31609989
513.4790673,86.76993991
530.1195765,89.22718853
480.3546647,100.9468357
391.5912697,117.1737605
306.0228336,132.8554343
214.9663958,150.6384089
181.348646,161.8991003
167.2129747,168.9916192
164.9867951,172.5167395
167.8059393,188.9022426
181.3083468,187.5029314
220.9738117,179.3808671
277.7700198,159.1600023
255.9757881,158.0707645
220.7146841,127.5645755
218.6111245,121.2018692
203.3509085,36.04058507
195.6756951,16.6315915
187.0834592,0
185.6548977,0
196.3032698,0
239.2914451,0
327.1041491,0
415.9976491,0
486.2669319,0
502.2186026,0
449.6804807,0
360.9163951,8.539838949
279.1754332,28.10662547
196.0047785,65.22571155
164.6635769,86.81468819
154.8904124,113.6521109
152.9458859,118.4299788
153.6571614,125.2626507
167.823663,126.8582648
208.7262497,124.3230375
265.3895333,103.4536916
234.6190681,61.68770227
196.4556673,17.93616231
191.8091228,0
195.3838141,0
192.0003263,0
187.0834592,0
185.6548977,0
196.3032698,0
239.2914451,0
327.1041491,0
415.9976491,0
486.2669319,0
502.2186026,0
449.6804807,0
359.0283689,0
287.3783605,65.20252602
203.9788027,101.3198829
177.0675509,142.9628901
168.1850515,173.8047507
170.949023,199.8700103
176.094584,226.7337813
192.9443209,240.4349024
247.8816783,301.3642169
295.35243,238.8524722
276.5575633,251.2934457
243.1514824,229.1377826
232.3489153,183.3982467
216.4906847,95.49753385
200.9398003,40.45339448
187.9689701,4.007310954
185.6548977,0
196.3032698,0
239.2914451,0
327.1041491,0
415.9976491,0
487.1869872,4.162677119
514.4108698,55.1014073
476.5950983,121.5832251
393.5173999,155.7490624
320.4331627,214.3101245
242.0932096,273.0520169
213.9156782,308.8083673
200.4828777,318.9991498
202.8309466,343.1100739
201.4412265,340.419441
210.6241805,319.4916107
258.922451,350.335985
307.4898941,292.9907754
275.5120832,245.9690129
235.9135428,195.9522469
244.3007619,236.92402
224.6947638,132.3110482
240.9935049,221.161824
227.1673247,180.9281644
227.2124628,187.5832534
240.3379714,198.7518896
278.5826124,177.3347715
372.8942973,206.6674297
460.4944331,200.7716457
531.7910432,205.3623795
554.154072,234.2247574
505.3315723,250.9432429
424.7193803,296.1834587
345.8640653,328.6579944
260.850669,357.2668642
228.8047515,375.5532421
212.8053281,374.1886144
210.0870505,375.4311693
211.4754659,385.2879691
221.5999398,368.6246565
272.5025535,411.1615496
320.7510021,352.403054
292.6697617,322.9435984
254.0491376,277.3995556
256.0162387,289.3634597
242.5470682,212.5500354
230.4419515,173.261144
224.8600277,170.2717369
220.1570814,155.5118542
224.3181061,126.2705268
268.6601628,132.3716701
370.499743,195.530561
462.627953,210.002118
540.5556325,244.3765081
565.1884172,283.3330301
513.2790699,286.1225708
425.266501,297.9897776
336.6564911,286.526748
245.1244322,280.9833392
206.9080994,267.6838613
185.5603662,248.4575407
177.6164387,227.5677819
175.9386371,222.2707194
187.7276042,213.3893322
235.5241566,226.5299203
292.8857045,174.9004223
271.7114263,166.1506401
235.3842955,143.9395738
237.9999416,155.0431167
234.0279525,119.4227827
227.7985033,111.5627426
218.6860123,97.05879829
214.0354568,87.25590432
219.2356276,82.70943131
246.2626839,75.93693636
297.2421369,71.37716972
329.0742322,58.64136298
380.0118348,64.39279109
461.2399224,62.79522879
473.555636,70.82613017
386.2058551,95.28312467
300.8205621,118.5584593
180.0082006,147.1907718
164.4209997,153.8560212
162.520649,160.1297791
163.5292815,166.9117858
177.7798549,169.1115652
221.2848469,162.8838503
290.7734387,165.8896397
271.7030915,166.5876502
235.0246864,142.7036077
230.7567924,122.708227
225.2371119,79.97929461
215.0045842,53.97540732
198.4350288,5.672277936
194.70568,0
200.9165188,0
229.4457881,0
281.4391733,0
316.0931654,0
365.7602268,0
447.3418003,0
457.8792678,0
365.1155523,0
274.5801475,0
182.6765329,0
146.5121667,0
130.7995374,4.684666246
132.8357685,27.47653236
135.2407768,42.01162746
151.2430784,53.65229103
194.4094287,52.76051239
260.9363694,53.47705542
240.2368502,58.7237283
204.4117159,51.95366174
203.32831,52.55262499
199.8497107,20.59608275
194.2699722,10.65806061
190.5368123,16.00044933
188.9870314,15.48092489
194.4150415,9.740062466
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
451.2289132,7.526399035
367.0873982,38.92276828
284.4125377,61.09508718
199.816968,84.78054219
169.1862323,102.9393414
154.5445787,112.4994106
152.6887184,117.6756528
154.5886257,129.9101001
168.8004302,133.4383004
210.5062265,125.9132274
274.483742,115.0515491
250.6345284,105.9984824
212.5564481,88.98323062
216.3353683,111.6440399
220.4700795,114.2230837
203.812964,53.98729027
187.6749175,3.012836931
185.5763799,0
192.2694252,0
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
449.5710011,0
359.6038631,4.948829612
282.8519619,53.95175668
205.430189,110.1201879
178.3850939,144.4823984
170.2945122,183.6975812
175.4399083,220.5553214
179.7896003,243.8360545
196.2544428,257.5382548
249.9373701,304.2382463
316.4750321,304.9105093
291.9787481,292.8935218
257.4148701,291.7796418
255.6765047,289.364495
257.2064714,280.0987418
238.7456449,211.9030257
218.2918667,141.5817545
202.2847217,75.64010856
201.0306605,39.6698211
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
449.5710011,0
359.2346748,3.264168318
275.8823867,22.30201831
199.7392344,84.1988037
165.9278228,87.91328033
154.1424053,110.3869468
152.6139214,117.0472512
149.2192767,105.2874746
166.5216022,122.8195076
209.3176192,120.2836604
275.5356175,119.6071277
268.2630183,185.6542233
232.3064812,178.2388441
238.9263652,213.6970205
242.6819158,214.5059845
239.2715733,214.3620316
224.5369033,169.8537422
211.0299362,115.2116389
208.5623764,73.75013464
231.9244051,49.15736478
279.7081793,29.50459099
310.7459592,12.03442516
364.0497222,28.4243295
450.8489379,52.67151422
467.3684771,80.50800114
386.634452,127.1729946
309.2363512,173.0895257
226.650205,205.7469657
199.2167963,238.26315
194.6945144,293.4807752
199.699329,329.5707361
204.5671261,355.0739673
220.3379907,365.5729699
276.0387242,421.1945925
333.6057828,381.3591097
295.6785305,308.7975899
238.97529,207.8325596
226.3497935,156.3311673
214.2056865,85.37878907
198.2570984,28.63478782
187.0112911,0
185.5763799,0
192.2694252,0
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
449.5710011,0
358.5138029,0
270.9553502,0
181.1426735,0
149.6481218,10.0089849
139.7063984,42.19718695
145.6054983,83.75436687
155.9913241,132.9370739
179.1880409,175.5540144
234.5211543,222.7391322
298.5700755,201.1091952
269.4691978,156.4761766
224.7271183,96.14976125
214.7460924,50.30699936
207.5579632,0
203.0771692,0
197.181832,0
194.70568,0
200.9165188,0
229.4457881,0
281.4391733,0
316.0931654,0
365.7602268,0
447.3418003,0
457.8792678,0
365.1155523,0
274.5801475,0
182.6765329,0
147.433139,0
130.3740412,0
130.5574974,15.70392596
134.5531473,36.06918606
152.2993162,54.14869908
204.9314255,89.30052896
267.8800495,62.61951658
251.7175497,76.51439905
224.2091431,94.13502861
231.8306536,127.9897783
230.2743447,103.0682508
222.9893365,90.34130129
211.1984663,63.60036269
211.2779904,75.20400199
226.4360085,115.8040918
256.5458189,122.9610912
318.3908137,167.6176849
348.101513,145.1712178
399.6863141,153.8430164
485.8768,174.6905153
503.8375887,208.2839372
418.7335366,242.9221152
337.3454354,284.3218775
247.5209864,293.6973111
218.078189,324.0776075
205.6732325,343.6835953
207.725906,366.437006
210.699181,383.4157789
231.5060001,416.6625508
279.1095019,435.7679021
336.3444108,394.3517751
308.5943942,367.5525799
261.1387182,308.1790967
250.0848198,263.6621982
234.8660731,178.7541025
221.3951786,133.2015974
206.1860955,86.66284564
196.6041549,49.84493229
195.8645264,16.25078775
221.0649403,0
273.1903897,0
308.0874252,0
358.7144494,4.269963939
440.5076139,5.8703622
456.0554734,29.30431001
374.8587914,73.84934044
295.5156758,110.9526975
224.9388502,197.8169365
194.0017708,214.4781976
183.1195659,240.9458787
185.85702,266.8011104
191.1308894,294.1517031
206.9253829,304.7703606
259.1441544,344.6876661
319.1719327,316.0216664
279.6708423,236.4141463
241.5421149,219.3162123
239.9660612,217.6943211
240.8379035,205.5104381
240.5252332,219.3519494
224.0193588,166.9915698
219.646281,153.731892
242.9545548,228.6710189
281.9439245,274.5709402
332.7202976,268.4572866
360.9604441,238.4175166
414.8756197,257.4797503
505.7554597,299.9668412
510.5820021,274.9230225
422.7631406,289.4831887
337.4488672,299.594994
259.942446,355.0379181
223.9317134,348.803051
212.3282752,371.9826318
209.6641249,373.458078
210.387699,380.2742098
225.8648618,389.4522643
278.9704735,433.2751389
344.7166771,430.3765214
313.6240398,388.6992528
267.8140861,337.0598365
260.0867817,307.7544244
244.4426189,221.2723115
231.4699702,178.1380615
215.2290405,127.1150502
203.244692,79.6027527
205.6440831,60.26520357
225.8077318,21.37181649
278.8976359,25.71869238
309.6822119,7.186417563
367.1575857,42.29875732
459.3702856,90.80960781
476.2265634,120.014901
395.6132394,166.9992381
322.1333699,230.3350508
242.424316,275.7867648
216.2959731,314.0376254
203.774931,333.0448478
211.8971046,383.0475597
214.8790328,400.0075799
231.4316247,414.0186911
273.7243157,409.1801237
345.5352161,433.6272719
312.4704906,383.1673538
252.2658702,266.84139
243.541621,233.1029016
231.2491839,161.7673248
217.5541513,115.4026965
204.0487995,76.71987893
195.3310635,43.93145733
196.3868053,18.5447865
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
444.6442403,24.47261673
469.1870948,88.29187575
380.4140704,98.5537272
302.7661547,143.1367982
231.5992358,226.9899121
210.8193897,289.2304108
203.7530733,332.7094779
203.1799937,343.5772811
213.8012677,394.8649388
232.8900391,420.233081
283.7661445,453.9705076
346.2674671,436.4937838
307.6210404,361.053041
254.3197356,275.8675431
240.133937,217.6041081
222.6990143,123.1969424
209.1690085,77.60429671
194.9674681,35.80504903
189.4812025,17.57458082
192.2694252,0
221.0649403,0
273.1903897,0
308.0874252,0
361.2913234,15.84328137
446.414485,32.41925328
465.404305,71.22246803
378.854921,91.48506554
299.7973459,129.7108062
215.2442142,153.3603317
187.1980186,178.8275183
174.651343,199.1282635
175.5335434,217.8779087
180.7399782,243.5006966
199.2032033,264.6256129
256.2235263,319.1910543
321.1563819,301.6429157
302.7164107,305.1862692
278.1264632,335.7868164
278.573738,337.1290303
282.0111758,334.9188358
270.0670066,301.3689749
259.4851093,280.3233207
254.8695482,270.7561136
259.0167303,261.5179755
281.7525325,235.4811026
334.6114324,239.4245041
365.9236464,224.4104148
407.4566459,187.7936758
497.1161604,224.2158088
509.1402326,230.8950362
419.4952521,244.9299699
340.7290774,297.9541683
252.4232368,314.1602801
227.8672262,362.3122079
216.6932491,388.7980484
218.7388461,412.7620785
227.664831,455.0796272
246.9505843,479.8438267
303.6755193,533.010394
370.3330073,523.0505234
352.8315202,530.6901635
318.8676205,519.0758406
320.8995906,527.4835341
316.6192424,490.4801457
310.3613777,482.4845315
303.3126277,477.2929991
285.7005473,409.2144538
292.2021285,410.5580741
320.992545,411.7445219
373.6233967,414.6118315
404.9189714,399.4610384
465.45858,448.2898759
543.2216647,431.0379801
554.3640941,433.683308
454.2908328,400.7598161
374.3671463,448.4642054
285.6962946,462.9757412
249.0679664,460.8537279
230.7943039,453.9868782
229.7042718,462.5515046
230.4824404,469.6289096
242.1247512,461.561965
281.2918304,442.6873044
356.6880145,483.2361547
321.3947236,422.8161061
270.6314297,349.0630851
277.3993298,384.9637637
260.7240835,294.0317155
254.4194031,280.968561
246.5001777,267.4524088
246.7948798,275.2448187
252.9680646,272.916086
285.3808984,289.1741798
333.3350034,270.4050446
371.6302445,285.6805885
419.4426924,277.254867
501.0888367,278.1485879
512.6763838,283.6273458
425.5027569,301.0619355
342.5156099,321.6108405
256.7893,339.9865897
224.6081452,351.0028457
209.1239,356.6992372
206.9076866,360.2265789
205.4087408,357.0814714
217.6917069,351.9192433
259.0193259,342.7867981
333.8343866,380.7752224
299.2678376,323.6304398
264.5603899,321.9649994
266.5160364,336.227085
252.9012352,259.0024477
247.3998073,249.5371435
256.7688965,313.7473714
250.6918356,292.8422417
250.3984815,261.4181999
278.104751,256.5331041
324.1696354,229.2951214
356.0767647,215.8511285
406.209088,217.8735532
493.3810652,243.5954658
510.4510395,273.6787909
421.3422257,282.4088799
343.0772826,324.1683781
258.2467348,346.5506941
229.4429249,372.7439481
217.8608546,395.9526609
219.3768692,416.2191425
220.9046442,426.6347876
240.0718769,452.3627892
293.0782249,495.6439079
347.2678311,440.8495825
306.0871815,354.0788345
254.3408068,275.9045169
244.9077736,239.0185631
231.9222684,164.6450179
215.579721,106.4255539
204.2440237,77.54077392
198.3301619,57.39462089
198.6152915,28.56121939
222.0461421,4.416393786
279.930191,30.33764441
313.6419164,25.00149933
367.0631733,41.8286598
454.8581521,70.42270772
470.1943093,92.78412312
391.1717564,146.9037638
312.1886536,185.4607654
237.7542173,254.6027088
210.5911679,288.1532744
201.6387959,323.177931
204.5452574,349.6749826
220.1729633,423.4213078
235.705341,432.7851416
293.1236162,495.8395993
350.5510749,455.5895089
306.4639552,355.7599763
255.3520453,280.4392291
246.129868,244.4943745
232.2986614,166.3142538
216.5568767,110.7979652
199.9598386,58.24887516
193.587132,36.04091132
196.7896534,20.33962691
221.0649403,0
274.2813454,4.909229473
308.0874252,0
358.967774,5.390596854
448.6372266,42.42128039
465.411352,71.2607715
382.776566,109.1480532
303.1828397,144.9792157
221.7528603,182.6997255
192.4674132,206.7585523
179.4658576,223.6210226
179.5465726,237.4826685
180.2073634,244.0434494
196.6523593,257.6171208
238.0786825,248.9148636
305.2757548,252.6551764
272.7704653,204.757304
222.077282,131.1507612
213.0106522,95.82009359
208.6916248,60.31348489
198.162714,28.14088616
187.0112911,0
185.5763799,0
192.2694252,0
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
449.5710011,0
358.5138029,0
270.9553502,0
181.1426735,0
147.433139,0
133.3523338,13.43121632
135.5218745,38.06975231
137.7294712,50.27377893
155.1556387,66.81839558
204.4199755,86.60447611
272.8726727,84.90882623
247.5913221,57.54825131
214.3676747,49.28136543
211.9822141,37.7823076
207.5579632,0
203.0771692,0
197.181832,0
194.70568,0
200.9165188,0
229.4457881,0
281.4391733,0
316.0931654,0
365.7602268,0
447.3418003,0
457.8792678,0
365.1155523,0
274.5801475,0
182.6765329,0
147.433139,0
130.3740412,0
127.0873346,0
126.7116497,0.517994654
140.7838226,1.896435204
191.8129354,29.6866819
266.8645261,57.91193038
256.6428816,98.69485452
233.6977718,136.9429803
246.6288191,194.7534668
247.9649683,182.9611795
248.0194084,203.4794306
244.7541302,215.3446958
249.8397265,249.5011906
256.3524927,250.8083438
278.2884914,220.9422097
327.1976777,206.9800016
361.1139155,203.6329884
409.2313629,196.6050111
491.5174223,199.7402135
510.7990582,239.2002625
416.6837476,233.0445545
335.0307446,273.1533415
251.4403201,310.6681303
223.7489421,348.8533019
210.931482,366.5285863
218.201115,412.8199375
221.0188134,429.0097085
235.2102995,432.3489728
291.2083785,489.2360868
355.9726951,481.7417805
314.3070478,392.2851554
266.2675629,330.4767099
255.0690978,285.4511777
242.0919759,210.8791742
226.3717414,155.3079852
213.5861741,119.8146828
206.2174382,93.06865623
202.0127932,43.93645257
223.9723979,13.11155794
277.3383581,18.70655055
308.0874252,0
363.2814688,24.85048584
454.8471031,70.48441092
473.7475713,108.9193365
394.845657,163.6246088
320.8233827,224.5262923
244.8001302,286.5459093
220.6045182,333.4664601
206.3704215,344.7457367
217.3657043,407.6492324
218.244601,415.134041
233.3801594,422.7576557
294.1576992,500.9690971
355.5809423,478.5850037
305.6650046,352.4444674
257.3172567,289.4780809
248.7287589,256.3312325
235.6431302,181.4436208
223.2433017,140.9275947
206.1867892,86.28953516
197.8903438,55.42032614
198.0951172,26.22134749
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
443.1395044,17.68516424
462.9495794,60.1894969
381.5936238,103.8116054
302.2289174,140.65077
220.8187802,178.4339814
194.2648197,214.7499161
182.0620368,235.1801525
186.3594665,267.9672512
188.3065845,280.2814638
205.5082458,297.2142773
245.5554504,282.2978181
308.441394,266.637955
283.4284977,252.4629041
243.1332852,225.6777587
239.890838,216.5876333
230.0182613,156.1678765
216.8942597,112.3967079
203.0499111,72.20424192
192.7997421,32.52585631
195.5936436,14.97030891
221.0649403,0
273.1903897,0
308.0874252,0
357.7697842,0
439.2088806,0
452.0219632,11.03568387
368.320697,44.15330359
287.8117602,75.88254178
204.7376174,106.2116472
175.9629729,132.5718216
162.6438748,148.0053597
161.4017261,155.902464
164.0834966,171.5580092
178.6942347,176.8788933
218.964773,162.9702344
291.2294825,189.5271069
270.2004233,193.270264
238.549033,205.3549417
236.7408755,202.6979925
230.7499817,159.6766963
228.0982639,163.0188536
222.412838,159.542171
220.0030354,155.1785929
236.3730571,198.8362045
265.3168127,199.5030772
313.247947,180.5935323
347.6669758,178.4504403
398.7820528,184.9118933
484.8139904,205.5931828
495.9946915,209.2558517
416.9907122,263.5529829
337.3344621,299.1422376
250.5866664,312.9360927
218.9547794,326.4531722
201.7918527,324.5790398
199.2678219,326.7068067
201.7470004,341.466276
213.4988163,333.8820868
253.1525929,317.1495244
326.5770689,348.9329551
292.8713545,295.521817
259.561947,300.137919
258.277612,299.8582474
256.9500898,277.8138301
246.5065198,246.047269
240.6317963,241.7198227
236.9403169,231.5554537
240.2747914,216.4268216
261.694987,183.2006453
313.9770425,183.9266531
339.4242553,141.3196209
386.4898742,129.5383746
467.7176022,128.6032679
479.7708659,136.2220385
393.3645867,157.1793599
314.9676754,198.478984
236.0194716,247.4343755
206.2733787,265.2698512
195.6336221,294.1761599
197.9515741,319.4164787
196.5730391,315.3649007
213.6254915,330.1288166
265.5986894,361.9830608
331.8271214,350.1677308
298.7695822,287.8366712
256.1749259,237.422523
246.6677118,193.9067375
235.5883233,126.2998339
220.2709276,77.49208051
210.0412533,57.96922056
200.7201495,27.11560084
200.9165188,0
229.4457881,0
281.4391733,0
316.0931654,0
365.7602268,0
447.3418003,0
464.3629829,29.20911026
385.3117584,90.96966791
304.0493457,132.7022602
219.0808834,163.913828
200.1059663,237.1264423
186.7398795,253.7248639
191.6012044,290.3721423
194.3258366,304.7898719
212.0151732,322.3907356
272.4518019,392.2627006
324.2837915,315.7548976
289.6688701,246.5742062
245.4504521,188.9186103
237.1566287,150.9066788
228.9890112,96.46349519
211.5040035,37.93728324
199.0030743,8.200169914
194.70568,0
200.9165188,0
229.4457881,0
281.4391733,0
316.0931654,0
365.7602268,0
447.3418003,0
457.8792678,0
368.4759262,15.12700238
289.818931,68.5826538
208.6701295,116.9662286
180.5852743,156.5654053
172.8146218,195.6169446
177.9805962,232.3340285
184.1997315,263.8782842
201.1140851,280.3753567
247.3814471,322.5210713
298.1157322,312.4960864
260.4292584,238.2004625
228.0652526,188.6170066
227.974058,183.6289506
224.7080998,152.8688561
212.6903179,114.0290849
201.5710498,86.12084298
194.6922311,61.58873638
196.4124409,39.09268466
221.1217688,21.31993773
265.4998894,4.213669663
289.8434134,0
324.9982801,11.6108101
404.6619606,54.22387931
456.1488375,80.40585606
385.5261921,124.7034512
315.3159275,195.5232775
237.7784844,253.2107197
213.7204562,305.2563711
208.0063935,353.4431918
208.0490082,367.0658677
210.9051106,383.4549666
232.673123,421.683587
284.9904814,490.8348452
314.8329828,387.0057024
280.0512213,325.9179149
243.5275493,257.7511375
231.1533941,197.6146911
218.5611657,125.0105511
204.5797773,77.40190246
191.6904996,41.57247707
186.1347064,23.02008102
189.3318706,7.195866748
218.0992928,7.69663759
270.4205232,26.33116198
291.790459,8.753826253
325.0586963,11.86476014
401.5322321,40.08894535
455.0237911,75.26753401
381.4691464,106.3689248
301.0401024,131.2677179
216.5569756,157.7732003
191.0782274,203.4759642
179.0799052,223.4883084
180.3141492,242.509894
179.0619384,240.4779696
191.5813852,237.2249706
223.6245701,215.5006338
268.5629777,179.5092156
243.2943823,161.0713274
213.4360105,122.7502278
206.6687424,87.73229526
199.7870314,40.70251115
194.102139,30.35331769
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
272.4305697,2.741461915
207.3900973,116.7881221
172.6825075,121.0601781
159.3345245,135.056209
160.1040434,152.0242513
167.4922939,188.8768681
183.4258955,200.9800076
230.147138,245.2278837
281.7900017,239.3093871
251.9607741,200.2833094
225.2386234,176.0461203
228.3852958,185.6301443
219.2391461,128.3685643
207.7360223,91.81755842
200.3924821,80.90161233
198.1765474,77.35854285
208.1262646,91.93858792
232.377241,72.08144605
274.791044,46.10477127
294.2430331,19.83619655
328.3270777,26.63626162
401.1836066,38.6392323
454.2223367,71.89267556
383.5250289,115.972808
310.4168593,173.9287028
225.1284777,196.8732479
193.7336549,216.0456236
182.1041693,237.7779021
181.5036007,248.5664374
178.2264952,237.3762945
191.6796049,238.3231002
229.7261342,243.5343707
277.2266993,218.9754462
252.3413899,202.2101042
232.6985577,209.8298755
230.960318,197.3871364
230.1562478,177.6603618
226.1565984,174.892982
228.518372,207.7095149
221.5780675,182.8513943
226.9242414,176.6760639
249.5762225,149.6148987
297.2190859,147.215801
321.2368004,141.5346737
352.9959821,137.8556834
422.2099357,133.4307011
468.3522042,135.5924104
398.3885698,182.9728248
311.1948672,177.4594755
225.0167168,196.4202418
193.1161315,209.1828651
178.3222315,218.0871701
177.600013,229.6857868
181.623542,250.0504107
200.0830965,272.0468579
234.5953252,254.4263236
288.2731343,246.6112874
263.7132222,219.4371993
245.0017225,218.0007393
242.7281329,196.9330283
233.1958061,136.1974313
217.1476995,84.02740849
206.2186812,61.36471239
198.2340223,36.49265093
199.7584518,15.24657809
228.0575448,14.83775447
278.1199297,23.93993598
301.2165397,15.18980289
340.5717005,45.83233221
413.7522017,58.64503345
463.4953962,76.24279121
386.7206985,100.6235932
310.8196961,159.4105383
221.2678287,172.5574496
192.1040816,204.539498
181.0863591,230.4158404
179.9757156,240.2067101
180.1071567,242.9795644
196.0690555,253.6873351
233.2908799,248.2680789
297.1326887,286.1952494
273.8995509,264.9751634
253.2365595,254.6317706
261.4879744,280.9469347
248.659109,205.481909
233.8090108,158.8146204
220.7988022,126.8412888
211.3071349,95.25110465
210.3499865,62.89119916
231.9125174,32.16331226
279.3440553,29.40590983
300.1981205,10.57647672
334.4761632,18.30918657
406.9300534,27.84470538
453.3872147,30.64155033
374.534509,45.65310861
289.1051172,61.50378403
201.6129722,83.94540644
168.8229448,103.7463036
156.2193715,121.0978286
154.9840627,129.0636583
155.5605721,135.2801057
169.3930512,137.9462333
211.2203066,160.2212602
263.7014143,158.1071484
235.5640924,126.6588423
211.4682569,114.2072544
213.8686206,120.4262365
204.8815369,63.77883601
197.7071127,46.68793243
190.1534388,34.79450904
187.0689009,27.32391289
193.4040862,25.60367704
217.1042748,3.235157287
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
274.6160601,12.61299818
189.3898833,35.9031377
157.0049189,50.66558865
143.7640582,65.18871219
143.0232565,75.39741
143.3531915,80.50012413
155.9029606,77.3701526
193.1470775,78.96843758
239.6659508,49.89415156
217.7442831,46.45870756
189.4950916,15.16209881
187.329079,0.724521409
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
145.7885507,0
129.3353273,0
126.3368735,0
125.5398657,0
138.7844305,0
175.6774398,0
228.6303743,0
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
327.2944097,22.07330452
412.3082723,89.32781615
466.1552778,126.4130228
395.1641168,169.3615555
318.3782319,210.940013
242.7595868,277.7516897
211.9911946,299.8099315
198.8406454,314.7225714
199.4810418,331.1557608
201.6300878,344.3886446
217.7134068,357.1599376
267.1368652,413.657954
321.1143627,418.1305821
291.2665673,378.7368046
270.1099395,379.3866297
269.173756,370.4360521
250.3253656,269.1068349
240.0359504,237.8930771
235.0193318,237.432713
219.8513857,175.3888079
220.0419696,145.9165158
242.1888484,116.5196971
291.610909,122.1431553
307.4990215,79.72416131
348.0077699,115.5191112
429.23862,165.2571445
481.3282238,194.1466023
414.525363,255.6813831
339.1934351,303.4867884
258.5409414,347.1760218
233.9216247,396.6992925
224.9155102,430.0665234
226.5166896,450.6960145
224.8062121,446.5176447
234.7685433,431.7045945
279.2924075,465.9681687
313.7716456,382.7971287
279.1821589,322.4149918
251.1964547,292.4783444
245.4596119,262.049355
236.2838478,204.7112775
225.6845151,172.2696498
214.7598171,145.2593294
204.2041887,104.233042
203.2087171,69.57199153
228.2337895,53.25265111
282.6711613,81.39012186
301.3826605,51.85783647
339.8301106,78.22473583
416.966534,109.3707262
469.29096,139.2336317
399.3792579,186.6089202
323.4377008,231.5627516
243.9797433,280.5381274
218.9029888,323.7852003
208.7675121,353.4742001
209.2442359,370.3316429
211.2005355,381.2871723
224.4037256,379.5937352
262.3714058,377.5622882
310.7254791,345.89186
281.6805221,298.7694116
254.6221174,259.932729
253.8667993,245.7934735
245.075054,188.7031948
230.2095475,142.1257567
216.3564468,106.4817149
206.0506968,71.34535476
210.9682262,65.44157968
233.1073887,37.40597281
286.5931788,61.81099018
301.4619764,16.2043865
338.6147247,36.79853172
421.8342104,94.55176549
477.133029,136.922789
407.2223926,191.8839785
332.1181612,253.8655469
254.1518671,318.8067079
225.1455517,351.2973995
215.4741692,383.0604492
217.4160776,406.4807495
219.0162309,415.8424237
238.1554931,440.7412906
283.3073181,470.8909839
315.0628808,364.968219
283.0523464,304.6679784
252.6138846,250.7610282
247.0263125,215.0145913
240.5724646,168.4458605
225.2169805,119.6929924
213.8482132,95.19550211
206.6535031,74.01928671
211.712259,68.75206977
238.3289771,60.80503482
287.3869568,65.34877839
310.5241259,56.83025757
342.9693788,56.3092375
418.8995379,81.375461
