Electricty [kW],Heating demand [kW]
472.938099,118.121229
393.8489933,131.9921536
312.1887674,164.657993
223.8866052,183.3559492
189.9255784,197.8204528
175.0616499,204.9682414
173.7343912,212.4757976
174.2430322,218.3418887
188.6033284,223.3528914
233.1930237,257.9053491
285.3070026,254.1499651
255.4290076,215.0705363
231.9149305,205.3258269
235.4198992,216.5013725
228.1184176,167.7477537
217.6102204,135.8185108
207.7652663,113.7324969
201.9864362,94.21169528
204.3295767,74.58015038
228.7793053,55.68865025
275.8035599,50.51504071
297.2435004,33.26361598
326.7885566,19.64296167
398.3800478,25.9296861
443.684071,24.32698973
366.3298667,38.38646596
285.0761256,59.61820133
198.2628857,75.68542198
165.0870831,86.83211098
151.8115597,101.1569983
150.1501452,107.2031805
150.2310527,111.1719259
163.1749963,109.8383142
198.521867,102.8992546
247.8493597,86.59600423
224.8031892,78.11589087
198.357939,55.06529593
191.9554971,21.5845302
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
145.7885507,0
129.3353273,0
126.3368735,0
125.5398657,0
138.7844305,0
175.6774398,0
228.6303743,0
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
145.7885507,0
129.3353273,0
126.3368735,0
125.5398657,0
138.7844305,0
175.6774398,0
228.6303743,0
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
145.7885507,0
129.3353273,0
126.3368735,0
125.5398657,0
138.7844305,0
175.6774398,0
228.6303743,0
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
146.709523,0
129.9446162,0
126.6554678,0
126.1631353,0
139.7403255,0
178.156726,0
233.5680254,0
215.039531,0
196.6501138,0
199.0493681,0
202.9909831,0
198.5159028,0
192.6137919,0
190.1439897,0
196.3785507,0
224.7684037,0
272.8129977,0
297.8491536,0
330.4100373,0
400.7466277,0
446.5825249,0
364.3957777,0
275.4464836,0
182.972884,0
146.709523,0
129.9446162,0
126.6554678,0
126.1631353,0
139.7403255,0
178.156726,0
233.5680254,0
215.039531,0
196.6501138,0
199.0493681,0
202.9909831,0
198.5159028,0
192.6137919,0
190.1439897,0
196.3785507,0
224.7684037,0
272.8129977,0
297.8491536,0
330.4100373,0
400.7466277,0
446.5825249,0
364.3957777,0
275.4464836,0
182.972884,0
145.7885507,0
129.3353273,0
126.3368735,0
126.4203346,3.971707478
148.1976164,42.54460563
196.3435795,93.50209222
239.7951511,50.51812067
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
145.7885507,0
129.3353273,0
126.3368735,0
125.5398657,0
138.7844305,0
175.6774398,0
228.6303743,0
207.4708275,0
186.1428669,0
187.1689146,0
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
439.9274842,7.477055223
362.1155286,19.53737834
279.9548224,36.74355949
193.0557197,52.47855776
160.721648,67.46343979
145.9356443,75.00844811
144.3481339,81.39403056
147.0132683,97.04875171
158.663884,89.85202242
194.8678877,86.74127618
252.8132065,109.3130249
225.5317179,81.6446373
202.4005361,73.50268547
207.4260224,91.59328463
205.7802423,67.99209296
200.2974025,58.50464784
194.0261412,52.38306618
193.6526029,57.15623572
203.1432683,69.70230259
235.661332,87.16136014
287.7176763,104.688619
315.1096022,114.2223021
336.9699101,65.76954826
412.1416898,88.25915781
469.8748814,142.7786888
383.4554577,115.9230204
305.2334298,150.9301655
219.4856889,171.8495913
184.9728269,176.9791331
174.296312,203.0659759
174.284343,216.5421019
173.8925019,218.3576351
188.0918601,222.6498337
238.4091168,283.2071699
292.278299,287.2524675
256.4524861,221.0224049
236.5085306,227.2826347
238.3403935,230.9091751
231.2909889,182.9682434
219.9788158,147.2027975
206.0410131,106.49881
197.8427751,75.95075006
194.6862764,31.39154965
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
366.7956012,40.60022083
282.0946128,46.34572109
197.8129646,73.87394071
172.8221644,141.7503284
164.2834262,170.8374099
167.431439,192.3786457
166.9222286,199.8125305
178.2613706,199.1147696
208.2963087,200.7256905
257.1576352,233.6703462
218.5804437,213.0143659
178.6064304,189.4071901
174.8988108,194.2941737
174.5051797,182.3193073
168.9891772,149.4934511
163.1530222,126.3817983
159.5858481,94.23889382
168.1505462,92.54348266
196.863655,87.73110046
248.4290334,102.4522849
269.0862675,83.31017735
304.2887418,99.04583335
374.2748472,97.36898374
420.7480648,100.3579255
355.2338911,129.4725812
287.0447476,147.1593214
210.6707855,165.4145392
182.7167301,186.2463586
169.7505536,195.3773336
171.7353102,211.6732356
171.0730563,218.4203576
183.854429,224.2360136
213.9223173,226.0023935
255.4915987,226.064639
222.5672096,230.904021
183.6498102,212.1095248
186.2470742,245.4149526
186.6850776,237.1835675
182.0449545,208.3001475
174.1733458,176.0230306
172.1820864,150.9963255
181.2410619,151.5335559
209.1345989,143.0285716
255.8976532,136.0951296
280.2655005,133.6926815
312.9689262,138.1590744
382.4691231,134.2935533
428.1039427,133.5041355
356.2990362,134.258717
289.1760539,156.7558155
212.2230753,172.4130586
185.6363813,199.4178492
172.4683674,207.6480174
172.1584349,213.6110938
171.0424561,218.3291459
184.3720758,226.6388189
210.1610602,209.1329216
246.9187125,187.5371071
214.0582695,192.6999481
177.6443975,185.2068553
167.3319031,160.320653
160.3583028,118.6758909
156.8779267,95.00573472
152.6436639,79.10142804
153.6587863,67.60014459
160.1793205,56.67454713
190.2584385,58.02374921
235.6890839,45.06504063
259.2052506,38.81375666
289.6582246,33.12965892
357.8318421,23.27611945
406.5012,36.20124699
340.9241479,65.10143787
277.3008601,103.4539801
202.4495596,128.623662
176.8244531,140.1928007
164.1084102,157.0788792
162.4996084,163.3576015
161.9452163,164.4546412
175.9793312,168.0252041
212.9986086,168.5983132
262.4716155,152.8708063
233.3553797,116.9319386
205.2329325,86.2475435
203.1156568,72.05156941
200.1379739,42.4484457
188.2396651,3.974399822
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
358.765656,4.389601284
283.4806088,52.61653651
207.0274677,115.4198423
177.198915,141.6532015
174.6999714,204.562084
170.6698031,199.881179
174.7065533,221.66122
196.0229104,258.0109008
243.3018812,304.7552646
279.5959083,229.6523048
251.9657202,200.5128935
219.1015501,148.5406306
214.6502,123.86324
205.4075348,66.09610416
193.9683618,29.78784554
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
194.6290601,59.36727163
169.4328294,106.4384625
159.2233494,134.5412112
163.2579949,166.1908142
168.0663635,191.4136819
182.3463283,196.0669598
218.5014656,192.7430251
263.9495108,158.969178
233.0582743,115.1839624
201.8907778,70.90508767
195.0344502,35.42106804
190.7436059,0
187.3601181,0
182.443251,0
181.0146895,0
187.7314571,0
216.387556,0
264.564214,0
289.8434134,0
322.4195947,0
392.613708,0
438.2742582,0
357.7940283,0
271.8216864,0
181.4390246,0
302.1913949,4.335491829
230.3630972,0
149.8531959,0
117.1362832,6.985151668
133.0353723,24.84078474
166.7924335,29.43997135
209.2142367,7.398295329
232.5931987,0
287.3522595,0
418.5268878,0
496.9518429,0
573.2290556,0
700.0082999,0
797.879044,0
911.2335504,0
1063.686844,0
1161.287449,0
1121.726339,0
1097.652574,0
1056.528456,0
989.8654409,0
812.2341364,0
611.6643704,0
430.2687074,0
336.284674,0
265.6093878,0
231.3745615,0
209.5615916,0
211.1836097,0
260.5560299,0
333.9569987,0
319.0414185,0
270.8270072,0
282.2256568,0
346.4984902,0
382.0568817,0
410.959377,0
439.4052745,0
435.2616553,0
460.4249499,0
473.7248699,0
438.5198929,0
391.128944,0
403.6316546,0
411.8471887,0
345.9579683,18.29003949
269.3707018,52.25794985
187.6995016,79.87502432
161.0951911,110.796815
151.1569079,142.599418
154.843467,173.4815353
159.9660303,197.6725114
176.5762257,217.2610139
218.7614357,253.0306745
256.9162603,200.5250967
237.6544254,183.9188501
220.6215314,164.3562983
222.8536728,156.6373237
217.1117889,119.8134938
205.9015294,89.66308099
196.3355696,73.04037348
188.0763292,49.0720052
191.9440373,36.943955
212.2995058,21.02986529
252.258406,7.063463869
270.3675249,0.984977562
298.2147637,0
355.2760855,3.756392324
419.9466316,31.31105064
361.4461564,58.36137035
280.7425509,87.11764175
198.88519,123.2715767
169.6688328,149.2716273
157.2346934,169.7622016
160.2533021,197.5847092
162.2795335,207.7773213
174.4505797,207.3236861
205.9929721,195.059599
252.1430387,178.7272561
232.7011285,161.3397183
214.8846529,138.2754463
215.8527228,124.881909
209.4956501,85.33849211
200.9078211,67.05435332
191.0222314,49.00371775
184.6184207,33.42950441
187.9519818,18.90085746
209.8549372,9.982575044
254.9793806,19.33929031
274.3248171,18.84492252
298.0109037,17.38478369
359.9602179,24.89417397
418.923028,26.679026
358.631715,45.65384857
276.2861177,67.01174274
189.9795321,83.10882636
158.7613015,104.2510942
148.7252909,134.1755122
149.111915,148.8347627
148.9357427,150.4818916
162.3031002,156.9391557
193.4452113,149.7413363
246.7048112,176.5732188
223.2814112,153.0713808
208.3216294,156.1370785
215.9655175,179.055572
209.5548876,140.9012385
204.1731701,132.1571853
200.4017633,137.2524863
198.2492196,136.1610229
207.9900091,148.3686281
229.8145373,137.8862366
272.1362561,133.9947674
291.0376756,130.39912
311.4016668,113.8713994
371.5890222,114.0607853
431.5417215,121.0801051
374.4452994,146.7368434
299.2050784,186.6823952
218.5762283,218.9278524
189.841959,244.3225062
178.0659852,266.3670561
177.2362499,275.5166394
181.1454886,295.5509338
194.6151066,302.417591
224.9445916,291.515772
259.4673413,233.8511288
226.7280016,168.4222729
200.6264055,121.2808022
198.8814542,101.8469409
190.1660147,53.34179211
180.0741924,23.36492058
171.9474073,0
219.1463089,0
295.4969895,0
412.8238165,0
529.0870437,0
579.2865642,0
586.050937,0
592.1490092,0
536.0717941,0
342.0070372,0.425211382
270.0572678,55.14371306
192.8437566,102.7129308
169.0743961,150.4091949
160.8070045,188.196446
165.8486979,223.7449967
171.9350819,253.5485993
186.9345693,267.3146976
218.9969605,264.257565
254.3860829,210.6157607
220.9785138,142.2918565
190.8245857,76.98800345
182.3850508,27.44899422
202.8305531,0
251.9430244,0
318.4476338,0
437.8450828,0
552.517577,0
651.7608631,0
719.3952937,0
738.4370836,0
722.6843033,0
724.0315659,0
713.0956879,0
570.6639857,0
404.9203389,0
242.481035,0
168.5033036,0
127.4726402,0
118.1969036,9.316667502
119.2609958,16.54921625
131.8205969,19.35587462
163.7148321,15.55966
208.9970626,6.413498247
216.9521251,0
234.6949315,0
312.0007107,0
370.685613,0
459.0675027,0
527.7333507,0
650.6456098,0
723.2098625,0
882.6402081,0
1020.808563,0
1004.477281,0
968.2119137,0
940.4737007,0
897.6991843,0
731.3278365,0
541.7699165,0
364.7699204,0
248.1807093,0
179.0420171,0
116.1732369,0.204201739
119.3930484,17.1611593
133.1639425,25.43038159
173.2790187,58.68679836
211.1625689,16.18059001
225.8958701,0
274.3389916,0
379.4608943,0
450.4522513,0
544.4181215,0
622.6721903,0
724.5771086,0
826.2476327,0
964.9944794,0
1127.020183,0
1088.002578,0
1065.055483,0
1014.57305,0
971.834587,0
799.0845426,0
610.7844553,0
419.8053101,0
327.6371779,0
258.9551712,0
208.4964068,0
173.960097,0
168.7044929,0
164.8774756,9.649532425
276.8098561,0
302.7210574,0
389.0165652,0
502.5783643,0
577.4562149,0
660.6901493,0
680.1763642,0
837.3430528,0
938.9010041,0
761.7655688,0
719.8490078,0
789.6883832,0
781.264776,0
796.8362428,0
806.2592118,0
690.1663984,0
534.7143255,0
362.3198898,0
284.5263931,0
225.1767609,0
198.2594735,0
176.7969613,0
187.5375837,0
245.6077769,0
313.2370708,0
301.8310045,0
310.9728199,0
350.6250567,0
417.6279199,0
463.0055231,0
533.1414657,0
593.9399696,0
551.8589831,0
690.9668651,0
766.0524365,0
822.2689808,0
811.9555695,0
853.9647864,0
858.3655594,0
727.6596552,0
557.4567418,0
383.492203,0
296.2996093,0
242.5226616,0
207.8533408,0
190.1214469,0
197.3621565,0
228.2107256,0
288.5022805,0
274.0288798,0
256.9618296,0
292.7452536,0
330.406834,0
420.4331531,0
448.4640372,0
441.0987122,0
618.8337395,0
756.9429823,0
970.1143762,0
952.1725195,0
934.1670245,0
920.2749458,0
903.167839,0
758.2204511,0
568.5891274,0
404.2199642,0
314.6198021,0
238.1742246,0
214.0608119,0
192.0597655,0
180.7760694,0
200.1125189,0
286.2239239,0
302.3962553,0
346.1444,0
491.5451889,0
600.7267577,0
757.8811745,0
863.8531833,0
879.7696239,0
727.1589854,0
717.3306993,0
849.857111,0
898.6228054,0
929.463469,0
937.3687228,0
954.1809648,0
816.8358215,0
654.567554,0
471.763354,0
386.8575697,0
320.8828547,0
288.8112306,0
268.9243016,0
254.7819619,0
276.8747795,0
330.3844212,0
319.013958,0
311.4315264,0
473.5427545,0
446.8327096,0
488.2524255,0
455.2019061,0
439.1129712,0
654.8108836,0
506.3185605,0
610.1484427,0
680.6996732,0
731.2519587,0
768.9827283,0
784.7090492,0
656.5331916,0
499.5782191,0
338.6623836,0
248.3642428,0
186.198746,0
151.5430631,0
117.3656516,0
130.4235852,13.15445144
167.566499,33.12897146
209.8421633,10.28807999
192.3005933,0
249.3087624,0
299.5446373,0
374.7105027,0
437.0617225,0
490.8526728,0
589.567747,0
694.2947301,0
824.8852413,0
966.2921638,0
973.4521686,0
950.0289429,0
923.7214217,0
893.7190993,0
716.0415042,0
537.6192194,0
356.9025417,0
253.2596324,0
194.5243793,0
154.6689963,0
149.6596145,0
151.0182127,0
207.3692548,0
293.0595896,0
346.8188221,0
374.0547665,0
465.8260832,0
559.8792211,0
604.4711106,0
627.435091,0
698.1559847,0
608.2269293,0
609.1155616,0
557.2132317,0
548.2020898,0
529.8382523,0
560.3065497,0
578.8790992,0
474.7789665,0
341.9701011,0
194.3595551,0
138.3333601,7.93830324
124.2868114,21.21303545
124.1271134,34.7674901
127.1960013,49.73654497
140.7092564,55.37067938
173.8716349,50.40004256
223.5165974,49.8284789
207.5479631,48.08931043
188.8418476,20.89120478
192.6969469,20.50532598
207.5380134,0
257.9549383,0
309.7775574,0
346.9796024,0
393.4150605,0
466.2745114,0
526.839629,0
529.0105944,0
471.2420102,0
443.8389155,0
434.7537522,0
352.4217814,17.68107715
270.5896435,41.42030425
185.5272511,63.18560825
155.1507634,84.02069203
140.3793445,94.00912509
138.223849,98.52600492
140.8372569,111.4256377
154.0089,115.5134609
186.2734052,106.4815855
232.6090923,90.93609683
215.8785132,85.75245978
201.4405954,77.88770906
204.8144665,75.32947495
199.9868132,42.57490792
188.3233236,10.30576645
225.5414368,0
287.5989343,0
409.1771743,0
536.8771062,0
594.8044799,0
674.5235471,0
682.4439899,0
701.6026524,0
671.0453611,0
471.6137294,0
322.1063574,0
175.0165034,15.62601909
143.0350821,33.36092472
132.7913638,62.41380966
133.4807219,78.47911016
139.3676774,107.5512095
154.8707154,123.6753237
192.4735112,145.672261
226.8903507,87.35239426
201.0209315,52.74798538
176.2706331,11.53387826
219.50351,0
297.8950797,0
372.0021204,0
447.7176546,0
529.8808638,0
642.8126263,0
770.4244314,0
903.8817101,0
930.6885778,0
925.2043382,0
891.0274686,0
835.1368076,0
667.1961651,0
448.0815207,0
258.2746047,0
153.9659673,0
121.1623311,9.809873683
120.5068018,19.78360404
121.9261414,28.64565299
134.2109601,30.2211217
168.3024096,36.34421966
211.0504509,15.71579065
191.5932717,10.10285847
214.6482765,0
278.7790488,0
306.6839388,0
358.6934301,0
465.8769398,0
602.727477,0
672.6834078,0
519.2427418,0
625.4848174,0
631.9854099,0
619.1540565,0
666.6696981,0
670.3222781,0
592.332349,0
470.9315199,0
267.2621415,0
195.4003682,0
150.1873414,0
116.1582948,0.137495749
117.3191932,7.849820122
129.7790043,10.22073652
160.9360738,3.063546734
218.7781412,0
189.4617444,0.470234022
175.6020451,0
198.2755579,0
283.7281069,0
365.9992358,0
421.0253718,0
524.8598096,0
579.2332815,0
695.4279119,0
873.9204824,0
854.9281864,0
681.0809212,0
744.7747815,0
734.6391437,0
579.1837426,0
398.6389902,0
217.8268856,0
136.9063069,5.652756318
123.7907383,21.74316356
123.59871,33.84385069
125.4454257,44.6666041
137.9270922,47.1389796
169.3921935,41.37684521
212.6766721,23.1267288
204.4790721,0
260.8016561,0
362.1465871,0
434.8606597,0
538.3003468,0
622.7418295,0
690.3069273,0
795.1258389,0
910.606077,0
1026.981311,0
1025.921779,0
990.1174154,0
943.1746632,0
900.5098696,0
687.0521912,0
458.7311488,0
297.499052,0
136.9885682,0
123.1689029,18.89414464
126.4129013,46.51409294
130.861208,69.08121209
145.2377501,80.11423624
177.5007557,77.96827322
218.6846667,50.25239545
191.742285,10.7843559
246.494607,0
384.6543764,0
479.454189,0
574.4157444,0
667.8386177,0
763.1338673,0
904.0491463,0
1081.07953,0
1200.656651,0
1163.109792,0
1101.695861,0
1090.227514,0
873.6986556,0
721.5246317,0
514.3826487,0
327.0312394,0
232.5939148,0
169.2615671,0
132.5915406,0
119.8040807,0
128.9401879,2.088396267
162.9638729,1.016668328
214.0680485,0
197.0331329,0.481432419
203.6921931,0
266.2271682,0
344.6347267,0
424.4065498,0
512.8120408,0
606.3782345,0
688.5088103,0
730.1054726,0
705.4249471,0
711.2637633,0
666.1688788,0
685.3290572,0
720.0278969,0
604.6161343,0
468.3993626,0
323.7006387,0
223.4823496,0
163.6637988,0
141.512699,0
125.8928693,0
129.3630712,4.008303902
182.9125747,0
255.4285715,0
257.2487199,0
309.8040451,0
409.6601595,0
484.8469922,0
563.8305209,0
673.251673,0
747.709874,0
846.0479876,0
973.2933991,0
1158.267032,0
1154.700315,0
1121.026624,0
1092.9719,0
1012.295808,0
821.1465448,0
601.8295664,0
389.3987561,0
268.7706027,0
198.9846444,0
147.2469584,0
124.8332188,0
140.1341968,0
162.1109236,0
253.2539714,0
225.2335646,0
230.9785969,0
248.8168442,0
288.1678424,0
339.7224095,0
405.159632,0
430.7708613,0
537.5876937,0
645.1287145,0
817.795705,0
805.8841316,0
841.511233,0
828.4623825,0
804.3880937,0
648.0463477,0
458.2299653,0
264.9450411,0
176.4734677,0
119.0104874,0.08831146
120.7647866,20.99875434
124.4103019,39.96642493
139.1238723,52.54566555
177.004234,75.83905402
215.6018059,36.36330211
189.5258363,0
248.615637,0
343.8203313,0
381.2040771,0
436.3918545,0
449.3534243,0
466.2871008,0
511.5984421,0
574.5449203,0
705.8588109,0
734.1530574,0
751.8705809,0
756.649814,0
739.3558438,0
571.4366863,0
374.7834957,0
171.7205634,7.657337544
143.4643716,35.29996674
132.4708111,60.95459054
134.8024901,84.43845413
136.7468427,95.67674343
150.7392219,104.9707884
182.5563383,100.8090624
228.2958378,93.69447845
208.9519862,88.59606141
182.1463904,38.10200237
179.6713386,15.30054873
254.5832443,0
341.5800005,0
417.2054689,0
499.8431285,0
584.7315641,0
722.7373174,0
813.476254,0
844.4919075,0
779.0480317,0
749.1684252,0
729.6212603,0
567.424542,0
394.0770231,0
219.4528327,0
137.9121498,10.18156775
125.0253553,27.26250069
126.7308489,47.90428548
128.9225804,60.25666653
147.2577333,89.16687199
186.5319972,118.6966459
223.2198899,70.68945927
198.0261498,39.16650529
174.9684407,5.638066503
217.1196231,0
286.3375602,0
359.8316703,0
409.285012,0
409.8319761,0
504.331443,0
620.4665633,0
724.0277234,0
750.2016598,0
753.7491715,0
723.7039134,0
681.4900861,0
511.5277533,0
283.170915,0
177.717867,34.72066783
150.2318702,65.7912979
139.7254334,93.59850042
143.004264,121.3168801
144.8211564,131.9605914
158.8863453,141.5679491
191.4061624,140.5846176
234.4970411,121.5275726
211.0134782,97.75616897
180.8166577,32.03731245
178.1036931,8.197464174
253.3590892,0
316.2859608,0
396.0638532,0
469.8817182,0
558.0109349,0
707.67025,0
861.5838101,0
875.9056508,0
869.8933581,0
858.5172567,0
781.2294257,0
621.1143298,0
439.5776008,0
265.1962354,0
178.3729186,0
119.9419959,0.675992851
119.5694638,13.20874479
121.7479689,24.02621335
135.1730124,29.25338176
169.9699928,24.95260799
218.8711101,7.065323263
222.7566774,0
288.536914,0
413.8992802,0
488.3009708,0
619.2685563,0
725.3446977,0
847.3677501,0
960.3984441,0
1104.462242,0
1273.792599,0
1304.948013,0
1265.153693,0
1207.225989,0
1062.592228,0
923.2243059,0
680.8084877,0
486.5046146,0
371.2607182,0
312.7578825,0
291.0846968,0
270.8481143,0
283.7624374,0
344.8321662,0
432.1185137,0
530.7918017,0
609.8977549,0
796.9246138,0
788.5619159,0
940.8395872,0
945.5777777,0
1078.323734,0
1285.444925,0
1400.232247,0
1524.999088,0
1521.60007,0
1444.067389,0
1282.902746,0
1140.180305,0
903.615446,0
658.9022861,0
449.3164195,0
274.4550433,0
177.1913167,0
117.9112789,7.166326375
120.4370402,20.93167863
133.9676031,28.13593251
167.4943277,24.97370905
213.4926579,5.074791172
217.5955738,0
243.2744349,0
312.8530852,0
374.6232971,0
434.9922682,0
472.1028167,0
460.861469,0
489.3290783,0
564.1561808,0
592.0293733,0
566.0610653,0
525.1388843,0
514.8281531,0
525.1160796,0
395.7586086,0
258.9045423,7.424379413
175.1361332,18.8153558
145.3133669,41.5033906
130.636824,51.71915043
130.1340069,62.36375468
131.9492588,72.92698232
146.9317373,86.69567915
185.9414932,108.297646
229.2315455,76.15767975
205.1583872,50.69907265
184.3864977,40.91485527
182.5485907,27.33379534
194.0628331,0
187.3937221,0
217.8941913,0
243.9837337,0
265.1556397,0
201.0162319,0.988484647
243.0464719,1.127047837
306.0444532,0
355.3859884,0
395.9753535,0
407.7613908,8.72690869
346.6278739,19.07808342
265.6867266,38.0351571
183.5674938,56.86267237
151.9014325,71.21911093
140.1802698,94.76080402
143.1806139,121.1953219
147.980793,145.202241
164.692194,166.7396044
203.4013286,186.9511609
241.4877816,131.3661586
206.9465902,58.71781739
181.4592455,27.66867492
177.3906976,4.031792743
254.5577557,0
310.4325087,0
379.9546859,0
464.8037388,0
526.9105446,0
697.9176313,0
832.4446766,0
845.9165094,0
818.2632995,0
798.1209619,0
714.5025309,0
517.6479514,0
307.3439635,0
174.0413734,13.84610161
147.1332862,49.6187117
137.4331389,82.22613266
141.9731593,115.552491
145.7535561,134.9302326
158.7109345,139.529311
196.1297019,153.9045265
234.1550886,98.14078419
207.4658337,60.97211899
177.1690011,8.295193078
258.4771372,0
301.8431928,0
381.1346115,0
476.3776625,0
568.5307764,0
664.1756567,0
770.7170995,0
907.0295462,0
937.1174644,0
865.5829199,0
895.9076204,0
849.6958916,0
711.1011597,0
480.5644571,0
298.2810517,0
222.9391046,0
149.7502528,0
118.0538628,7.795933822
121.8412924,27.22636919
135.2206177,33.74147584
174.1799146,55.08206311
215.7483446,15.23866047
194.9151254,4.429329989
254.9248522,0
368.9864351,0
436.9691332,0
551.5300966,0
661.5907268,0
743.9631155,0
864.0249932,0
999.6137724,0
1127.492836,0
1141.145076,0
1123.186174,0
1079.916302,0
963.0784639,0
803.4711445,0
599.0098374,0
405.5201573,0
307.3863078,0
236.8702127,0
196.9141518,0
185.5290557,0
176.3363615,0
227.416156,0
303.4050954,0
311.8247441,0
365.624233,0
521.2101181,0
618.6675304,0
696.5303468,0
798.6669751,0
915.9817665,0
967.3543755,0
1163.047986,0
1184.384812,0
1181.046342,0
1125.543131,0
1068.740623,0
925.5851123,0
736.3990487,0
561.6695654,0
377.2172676,0
268.9419179,0
154.3049677,0
122.0363089,24.35373328
122.8693745,29.09801981
140.048926,51.27632536
181.4312865,76.70556418
235.0587346,80.15247948
216.1934053,66.3289565
195.6103446,44.13432729
198.0010792,43.4543413
196.1912757,0
238.6671991,0
339.0964073,0
362.9742418,0
405.4877309,0
488.2556841,0
527.2695394,0
611.6888817,0
613.4636045,0
640.1506444,0
669.9124472,0
547.0586591,0
318.5788006,0
175.0947902,11.70158191
142.3499854,28.11642437
131.2563828,54.4970542
131.4780364,68.40005006
134.2499444,83.26964626
150.1443756,101.1389458
191.0179141,131.1330541
227.9964671,70.53341665
202.5128289,38.73037685
177.6833614,10.63286686
230.188239,0
285.0245013,0
357.1378175,0
435.546983,0
517.7399207,0
611.1055417,0
730.7841486,0
836.7102317,0
848.5546873,0
850.1852623,0
846.3825034,0
806.8160448,0
645.7914987,0
393.8424264,0
273.7045871,0
172.8733609,0
120.6082997,6.423641206
124.5614217,37.12184233
126.3546469,47.55848373
145.0255304,77.91578531
176.8741041,67.19553015
224.8635283,56.31188279
200.196247,28.23080558
181.261441,0
249.2180987,0
333.7314393,0
412.3841491,0
518.9235722,0
574.0083132,0
691.961042,0
781.8477613,0
892.5553323,0
910.1340526,0
896.1448748,0
902.1476018,0
788.7020603,0
620.4499716,0
420.9361175,0
226.1370083,0
153.0101429,0
123.4610693,19.28239664
123.6706527,33.11294224
128.0359281,55.14934243
144.2438679,74.41710589
184.6220398,102.1509764
224.0617609,52.71722014
194.9494415,4.583593678
275.979315,0
389.9333848,0
474.5431117,0
622.77472,0
706.558379,0
807.8707757,0
923.8833809,0
1050.569808,0
1187.299314,0
1136.447399,0
1133.948069,0
1074.529485,0
947.8589194,0
764.0424589,0
553.2023057,0
401.7698742,0
247.0686328,0
177.6860026,0
137.6726812,0
138.9578663,0
145.133883,0
172.6493732,0
269.6540473,0
270.8230682,0
312.2638765,0
481.2688065,0
611.5150732,0
742.9321446,0
878.4203954,0
1036.545514,0
1198.048258,0
1282.467845,0
1387.887817,0
1392.889672,0
1356.075568,0
1325.950392,0
1230.852912,0
1043.449111,0
827.837473,0
645.2329515,0
512.6270641,0
417.4658366,0
371.07242,0
318.0806047,0
314.1332222,0
365.1482636,0
430.260124,0
484.2500091,0
590.8161315,0
821.2065451,0
993.8590974,0
1144.507495,0
1341.996592,0
1426.234317,0
1216.717515,0
984.437855,0
946.3515099,0
859.1322731,0
783.4352764,0
796.4832605,0
792.7195786,0
668.7834973,0
487.4914689,0
308.8115936,0
224.399116,0
154.9620614,0
124.2210383,0
119.9086048,15.74739839
133.1981431,20.36753872
172.4969172,36.41149106
218.1292275,3.71949762
266.1168898,0
345.7735947,0
513.8700681,0
613.5283567,0
654.3289251,0
794.1204697,0
880.4518782,0
988.4082397,0
1113.027984,0
1318.955319,0
1325.712378,0
1226.381881,0
1153.29697,0
1040.936466,0
846.8912912,0
626.415068,0
435.8106308,0
308.9826438,0
217.4037086,0
153.5520491,0
120.4401821,0
129.8152823,5.067409982
168.479095,18.22423381
266.1430922,0
313.8566267,0
398.1738728,0
617.4130398,0
695.9099116,0
814.0062544,0
946.1335263,0
1074.608954,0
1195.862464,0
1331.106258,0
1498.166183,0
1421.707586,0
1338.248075,0
1260.493313,0
1129.749476,0
889.8094217,0
689.0907585,0
