charge,discharge,capacity,Energy_use,Average_daily_cost,Energy_hourly_cost,Charge_or_discharge
155.64386731963017,0.0,1969.6275671595963,635.1803207,0.030305000000000006,0.026433000000000005,Charge+++++
155.64386731963017,0.0,2109.7070477472635,694.6018299,0.030305000000000006,0.026433000000000005,Charge+++++
155.64386731963017,0.0,2249.7865283349306,654.9534385,0.030305000000000006,0.026422,Charge+++++
155.64386731963017,0.0,2389.8660089225978,601.6675168,0.030305000000000006,0.025509000000000004,Charge+++++
155.64386731963017,0.0,2529.945489510265,520.8430075,0.030305000000000006,0.026510000000000002,Charge+++++
155.64386731963017,0.0,2670.024970097932,451.2194334,0.030305000000000006,0.027511000000000004,Charge+++++
155.64386731963017,0.0,2810.104450685599,388.7931939,0.030305000000000006,0.028182000000000002,Charge+++++
155.64386731963017,0.0,2950.1839312732664,372.2268004,0.030305000000000006,0.028457000000000003,Charge+++++
155.64386731963017,0.0,3090.2634118609335,345.5514778,0.030305000000000006,0.028798,Charge+++++
155.64386731963017,0.0,3230.3428924486007,362.8496416,0.030305000000000006,0.028314000000000002,Charge+++++
155.64386731963017,0.0,3370.422373036268,371.611103,0.030305000000000006,0.029579000000000005,Charge+++++
155.64386731963017,0.0,3510.501853623935,389.4687203,0.030305000000000006,0.030228000000000005,Charge+++++
0.0,140.07948058766715,3354.8579863043046,456.59156,0.030305000000000006,0.030844,Discharge-----
0.0,140.07948058766715,3199.2141189846743,532.4160642,0.030305000000000006,0.03157,Discharge-----
0.0,140.07948058766715,3043.570251665044,508.3262571,0.030305000000000006,0.032626,Discharge-----
0.0,140.07948058766715,2887.9263843454137,428.8484229,0.030305000000000006,0.033417999999999996,Discharge-----
0.0,140.07948058766715,2732.2825170257834,408.9204218,0.030305000000000006,0.03388,Discharge-----
0.0,140.07948058766715,2576.638649706153,381.2270718,0.030305000000000006,0.034023000000000005,Discharge-----
0.0,140.07948058766715,2420.9947823865227,355.4751779,0.030305000000000006,0.033858000000000006,Discharge-----
0.0,140.07948058766715,2265.3509150668924,357.7066378,0.030305000000000006,0.03356100000000001,Discharge-----
0.0,140.07948058766715,2109.707047747262,352.4471705,0.030305000000000006,0.033209,Discharge-----
0.0,140.07948058766715,1954.063180427632,355.2710825,0.030305000000000006,0.032934000000000005,Discharge-----
0.0,140.07948058766715,1798.419313108002,399.7040185,0.030305000000000006,0.032615000000000005,Discharge-----
0.0,140.07948058766715,1642.7754457883718,502.3559435,0.030305000000000006,0.032296000000000005,Discharge-----
155.64386731963017,0.0,1782.854926376039,634.2627189,0.036795,0.03234,Charge+++++
155.64386731963017,0.0,1922.9344069637061,694.1354113,0.036795,0.031801,Charge+++++
155.64386731963017,0.0,2063.013887551373,679.4077974,0.036795,0.030921,Charge+++++
155.64386731963017,0.0,2203.09336813904,627.8545175,0.036795,0.030679000000000005,Charge+++++
155.64386731963017,0.0,2343.1728487267073,535.1909435,0.036795,0.031086000000000003,Charge+++++
155.64386731963017,0.0,2483.2523293143745,451.2150221,0.036795,0.033473,Charge+++++
155.64386731963017,0.0,2623.3318099020416,363.2519226,0.036795,0.03613500000000001,Charge+++++
0.0,140.07948058766715,2467.6879425824113,339.3946162,0.036795,0.037301,Discharge-----
0.0,140.07948058766715,2312.044075262781,316.0991349,0.036795,0.038357,Discharge-----
0.0,140.07948058766715,2156.4002079431507,307.049272,0.036795,0.038742000000000006,Discharge-----
0.0,140.07948058766715,2000.7563406235206,306.132309,0.036795,0.038951,Discharge-----
0.0,140.07948058766715,1845.1124733038905,321.6310378,0.036795,0.038577,Discharge-----
0.0,140.07948058766715,1689.4686059842604,382.8902061,0.036795,0.038335,Discharge-----
0.0,140.07948058766715,1533.8247386646303,457.2472578,0.036795,0.03817,Discharge-----
0.0,140.07948058766715,1378.1808713450002,437.2480526,0.036795,0.03828,Discharge-----
0.0,119.59448358130241,1245.2981118102198,384.3435822,0.036795,0.039523,Discharge-----
0.0,0.0,1245.2981118102198,372.3755762,0.036795,0.04127200000000001,Discharge-----
0.0,0.0,1245.2981118102198,354.7964917,0.036795,0.042328000000000005,Discharge-----
0.0,0.0,1245.2981118102198,331.7350784,0.036795,0.04056800000000001,Discharge-----
0.0,0.0,1245.2981118102198,319.1035683,0.036795,0.03907200000000001,Discharge-----
0.0,0.0,1245.2981118102198,315.0680472,0.036795,0.038753,Discharge-----
0.0,0.0,1245.2981118102198,328.7878033,0.036795,0.038214000000000005,Discharge-----
155.64386731963017,0.0,1385.377592397887,389.1411821,0.036795,0.03628900000000001,Charge+++++
155.64386731963017,0.0,1525.457072985554,532.2009702,0.036795,0.034034,Charge+++++
155.64386731963017,0.0,1665.5365535732212,642.7675858,0.036245000000000006,0.033715,Charge+++++
155.64386731963017,0.0,1805.6160341608884,708.5730209,0.036245000000000006,0.033407000000000006,Charge+++++
155.64386731963017,0.0,1945.6955147485555,693.9138754,0.036245000000000006,0.033165,Charge+++++
155.64386731963017,0.0,2085.7749953362227,651.2432522,0.036245000000000006,0.033154,Charge+++++
155.64386731963017,0.0,2225.85447592389,566.2216051,0.036245000000000006,0.033440000000000004,Charge+++++
155.64386731963017,0.0,2365.933956511557,485.8338565,0.036245000000000006,0.03546400000000001,Charge+++++
0.0,140.07948058766715,2210.2900891919267,396.9873385,0.036245000000000006,0.03685000000000001,Discharge-----
0.0,140.07948058766715,2054.6462218722963,368.387328,0.036245000000000006,0.03938,Discharge-----
0.0,140.07948058766715,1899.0023545526662,351.3782577,0.036245000000000006,0.040458,Discharge-----
0.0,140.07948058766715,1743.3584872330362,350.3099582,0.036245000000000006,0.039787,Discharge-----
0.0,140.07948058766715,1587.714619913406,347.7949997,0.036245000000000006,0.03894,Discharge-----
0.0,140.07948058766715,1432.070752593776,357.8807683,0.036245000000000006,0.038412,Discharge-----
0.0,140.07948058766715,1276.426885274146,412.5232464,0.036245000000000006,0.038291000000000006,Discharge-----
0.0,28.015896117533497,1245.2981118102198,497.8935291,0.036245000000000006,0.037499000000000005,Discharge-----
0.0,0.0,1245.2981118102198,470.6258442,0.036245000000000006,0.03767500000000001,Discharge-----
0.0,0.0,1245.2981118102198,395.716442,0.036245000000000006,0.037961,Discharge-----
0.0,0.0,1245.2981118102198,386.4918311,0.036245000000000006,0.038434,Discharge-----
0.0,0.0,1245.2981118102198,364.1530894,0.036245000000000006,0.038049000000000006,Discharge-----
0.0,0.0,1245.2981118102198,343.3985604,0.036245000000000006,0.037466000000000006,Discharge-----
155.64386731963017,0.0,1385.377592397887,323.9027288,0.036245000000000006,0.036223000000000005,Charge+++++
155.64386731963017,0.0,1525.457072985554,304.8851598,0.036245000000000006,0.034980000000000004,Charge+++++
155.64386731963017,0.0,1665.5365535732212,305.3724492,0.036245000000000006,0.03356100000000001,Charge+++++
155.64386731963017,0.0,1805.6160341608884,367.3357412,0.036245000000000006,0.032197,Charge+++++
155.64386731963017,0.0,1945.6955147485555,497.5709016,0.036245000000000006,0.031306,Charge+++++
155.64386731963017,0.0,2085.7749953362227,609.4938772,0.034771,0.028523,Charge+++++
155.64386731963017,0.0,2225.85447592389,667.3896237,0.034771,0.027951,Charge+++++
155.64386731963017,0.0,2365.933956511557,659.479292,0.034771,0.027885000000000004,Charge+++++
155.64386731963017,0.0,2506.013437099224,618.9612646,0.034771,0.027995000000000003,Charge+++++
155.64386731963017,0.0,2646.0929176868913,528.9497217,0.034771,0.028567000000000002,Charge+++++
155.64386731963017,0.0,2786.1723982745584,451.3540636,0.034771,0.030657000000000004,Charge+++++
155.64386731963017,0.0,2926.2518788622256,361.1378535,0.034771,0.03181200000000001,Charge+++++
155.64386731963017,0.0,3066.3313594498927,335.8871097,0.034771,0.033715,Charge+++++
0.0,140.07948058766715,2910.6874921302624,332.0227245,0.034771,0.035343000000000006,Discharge-----
0.0,140.07948058766715,2755.043624810632,324.2278143,0.034771,0.036597000000000005,Discharge-----
0.0,140.07948058766715,2599.3997574910018,320.3674434,0.034771,0.036872,Discharge-----
0.0,140.07948058766715,2443.7558901713714,336.07509,0.034771,0.037323,Discharge-----
0.0,140.07948058766715,2288.112022851741,390.8176691,0.034771,0.037323,Discharge-----
0.0,140.07948058766715,2132.468155532111,457.654289,0.034771,0.037334,Discharge-----
0.0,140.07948058766715,1976.8242882124807,425.9434205,0.034771,0.037565,Discharge-----
0.0,140.07948058766715,1821.1804208928506,351.1359938,0.034771,0.03883,Discharge-----
0.0,140.07948058766715,1665.5365535732205,326.8700492,0.034771,0.039908000000000006,Discharge-----
0.0,140.07948058766715,1509.8926862535905,303.2845549,0.034771,0.040491000000000006,Discharge-----
0.0,140.07948058766715,1354.2488189339604,284.6745314,0.034771,0.039105,Discharge-----
0.0,98.05563641136654,1245.2981118102198,270.5790234,0.034771,0.037950000000000005,Discharge-----
0.0,0.0,1245.2981118102198,260.7149881,0.034771,0.03727900000000001,Discharge-----
0.0,0.0,1245.2981118102198,274.3941335,0.034771,0.03632200000000001,Discharge-----
0.0,0.0,1245.2981118102198,336.4762363,0.034771,0.035563,Discharge-----
155.64386731963017,0.0,1385.377592397887,465.8599858,0.034771,0.03348400000000001,Charge+++++
155.64386731963017,0.0,1525.457072985554,573.2429059,0.048059000000000004,0.03356100000000001,Charge+++++
155.64386731963017,0.0,1665.5365535732212,636.4123843,0.048059000000000004,0.033253000000000005,Charge+++++
155.64386731963017,0.0,1805.6160341608884,624.6375755,0.048059000000000004,0.033,Charge+++++
155.64386731963017,0.0,1945.6955147485555,583.4407125,0.048059000000000004,0.033066000000000005,Charge+++++
155.64386731963017,0.0,2085.7749953362227,503.0327834,0.048059000000000004,0.033671,Charge+++++
155.64386731963017,0.0,2225.85447592389,424.6256018,0.048059000000000004,0.035695000000000005,Charge+++++
155.64386731963017,0.0,2365.933956511557,338.9008583,0.048059000000000004,0.038357,Charge+++++
155.64386731963017,0.0,2506.013437099224,309.8426729,0.048059000000000004,0.046277000000000006,Charge+++++
155.64386731963017,0.0,2646.0929176868913,303.2987982,0.048059000000000004,0.047718,Charge+++++
155.64386731963017,0.0,2786.1723982745584,307.4649988,0.048059000000000004,0.04624400000000001,Charge+++++
155.64386731963017,0.0,2926.2518788622256,308.3599679,0.048059000000000004,0.047344000000000004,Charge+++++
0.0,140.07948058766715,2770.6080115425952,325.3652957,0.048059000000000004,0.048994,Discharge-----
0.0,140.07948058766715,2614.964144222965,394.0346319,0.048059000000000004,0.049016000000000004,Discharge-----
0.0,140.07948058766715,2459.3202769033346,470.2687015,0.048059000000000004,0.049126,Discharge-----
0.0,140.07948058766715,2303.6764095837043,446.0037021,0.048059000000000004,0.049489000000000005,Discharge-----
0.0,140.07948058766715,2148.032542264074,390.0691138,0.048059000000000004,0.06171000000000001,Discharge-----
0.0,140.07948058766715,1992.388674944444,385.4136223,0.048059000000000004,0.07667,Discharge-----
0.0,140.07948058766715,1836.7448076248138,373.8983875,0.048059000000000004,0.08131200000000001,Discharge-----
0.0,140.07948058766715,1681.1009403051837,364.1366151,0.048059000000000004,0.07918900000000001,Discharge-----
0.0,140.07948058766715,1525.4570729855536,350.5677763,0.048059000000000004,0.055088000000000005,Discharge-----
0.0,140.07948058766715,1369.8132056659235,337.6087932,0.048059000000000004,0.049379000000000006,Discharge-----
155.64386731963017,0.0,1509.8926862535907,359.9352123,0.048059000000000004,0.046255,Charge+++++
155.64386731963017,0.0,1649.9721668412578,417.2381316,0.048059000000000004,0.040942,Charge+++++
155.64386731963017,0.0,1790.051647428925,546.3034448,0.048059000000000004,0.038115,Charge+++++
0.0,140.07948058766715,1634.407780109295,647.6245522,0.037025999999999996,0.03942400000000001,Discharge-----
0.0,140.07948058766715,1478.7639127896648,699.8613788,0.037025999999999996,0.039094000000000004,Discharge-----
0.0,140.07948058766715,1323.1200454700347,679.4956339,0.037025999999999996,0.038049000000000006,Discharge-----
0.0,70.03974029383345,1245.2981118102198,629.8242777,0.037025999999999996,0.037708,Discharge-----
0.0,0.0,1245.2981118102198,542.9638468,0.037025999999999996,0.037576,Discharge-----
155.64386731963017,0.0,1385.377592397887,461.9728708,0.037025999999999996,0.035849000000000006,Charge+++++
0.0,126.07153252890043,1245.2981118102198,379.1976216,0.037025999999999996,0.03775200000000001,Discharge-----
0.0,0.0,1245.2981118102198,344.5659651,0.037025999999999996,0.037367000000000004,Discharge-----
0.0,0.0,1245.2981118102198,339.7570065,0.037025999999999996,0.0374,Discharge-----
0.0,0.0,1245.2981118102198,341.2656503,0.037025999999999996,0.037455,Discharge-----
0.0,0.0,1245.2981118102198,341.5914478,0.037025999999999996,0.038005,Discharge-----
0.0,0.0,1245.2981118102198,354.2622157,0.037025999999999996,0.038038,Discharge-----
0.0,0.0,1245.2981118102198,424.764138,0.037025999999999996,0.037576,Discharge-----
0.0,0.0,1245.2981118102198,493.8346264,0.037025999999999996,0.037312000000000005,Discharge-----
0.0,0.0,1245.2981118102198,474.9838063,0.037025999999999996,0.037268,Discharge-----
0.0,0.0,1245.2981118102198,430.5401313,0.037025999999999996,0.037818000000000004,Discharge-----
0.0,0.0,1245.2981118102198,429.7090605,0.037025999999999996,0.038016,Discharge-----
0.0,0.0,1245.2981118102198,412.9057896,0.037025999999999996,0.037741000000000004,Discharge-----
0.0,0.0,1245.2981118102198,388.5797762,0.037025999999999996,0.037576,Discharge-----
155.64386731963017,0.0,1385.377592397887,380.6911259,0.037025999999999996,0.036421,Charge+++++
155.64386731963017,0.0,1525.457072985554,373.4140765,0.037025999999999996,0.035343000000000006,Charge+++++
155.64386731963017,0.0,1665.5365535732212,394.9255174,0.037025999999999996,0.034716000000000004,Charge+++++
155.64386731963017,0.0,1805.6160341608884,450.4082445,0.037025999999999996,0.033198,Charge+++++
155.64386731963017,0.0,1945.6955147485555,598.5425671,0.037025999999999996,0.031911,Charge+++++
155.64386731963017,0.0,2085.7749953362227,678.6535571,0.034210000000000004,0.032285,Charge+++++
155.64386731963017,0.0,2225.85447592389,731.4692521,0.034210000000000004,0.031768000000000005,Charge+++++
155.64386731963017,0.0,2365.933956511557,711.8799126,0.034210000000000004,0.031108000000000004,Charge+++++
155.64386731963017,0.0,2506.013437099224,665.2957749,0.034210000000000004,0.030624000000000002,Charge+++++
155.64386731963017,0.0,2646.0929176868913,572.4800962,0.034210000000000004,0.030844,Charge+++++
155.64386731963017,0.0,2786.1723982745584,490.8248366,0.034210000000000004,0.031504000000000004,Charge+++++
155.64386731963017,0.0,2926.2518788622256,401.0421739,0.034210000000000004,0.032010000000000004,Charge+++++
155.64386731963017,0.0,3066.3313594498927,363.6773969,0.034210000000000004,0.032439,Charge+++++
155.64386731963017,0.0,3206.41084003756,351.1488915,0.034210000000000004,0.032967,Charge+++++
155.64386731963017,0.0,3346.490320625227,351.99801,0.034210000000000004,0.033792,Charge+++++
0.0,140.07948058766715,3190.8464533055967,357.6841884,0.034210000000000004,0.034617,Discharge-----
0.0,140.07948058766715,3035.2025859859664,373.0339629,0.034210000000000004,0.03509,Discharge-----
0.0,140.07948058766715,2879.558718666336,423.9401713,0.034210000000000004,0.034672,Discharge-----
0.0,140.07948058766715,2723.9148513467057,514.8720234,0.034210000000000004,0.034452,Discharge-----
0.0,140.07948058766715,2568.2709840270754,496.1946571,0.034210000000000004,0.035035000000000004,Discharge-----
0.0,140.07948058766715,2412.627116707445,439.4450147,0.034210000000000004,0.036113,Discharge-----
0.0,140.07948058766715,2256.983249387815,436.5104034,0.034210000000000004,0.038082,Discharge-----
0.0,140.07948058766715,2101.3393820681845,416.8935579,0.034210000000000004,0.038698,Discharge-----
0.0,140.07948058766715,1945.6955147485544,412.820331,0.034210000000000004,0.037708,Discharge-----
0.0,140.07948058766715,1790.0516474289243,395.1257528,0.034210000000000004,0.03668500000000001,Discharge-----
0.0,140.07948058766715,1634.4077801092942,382.1619028,0.034210000000000004,0.03593700000000001,Discharge-----
