charge,discharge,capacity,Energy_use,Average_daily_cost,Energy_hourly_cost,Charge_or_discharge,,,,,
0,0,1.903628677,266.3335138,0.033176,0.034199,Discharge-----,,,,,
0,0,1.903628677,312.0121328,0.033176,0.033858,Discharge-----,,,,,
0,0,1.903628677,354.0743464,0.033176,0.033638,Discharge-----,,,,,
0,0,1.903628677,316.6764721,0.033176,0.033286,Discharge-----,,,,,
7.614514708,0,9.518143386,270.1329804,0.033176,0.033132,Charge+++++,,,,,
0,6.853063238,1.903628677,256.1699006,0.033176,0.03344,Discharge-----,,,,,
0,0,1.903628677,242.1299558,0.033176,0.034012,Discharge-----,,,,,
0,0,1.903628677,224.9923796,0.033176,0.034034,Discharge-----,,,,,
0,0,1.903628677,205.1582618,0.033176,0.033737,Discharge-----,,,,,
7.614514708,0,9.518143386,198.223212,0.033176,0.033066,Charge+++++,,,,,
0,0,9.518143386,205.094355,0.033176,0.03267,Charge+++++,,,,,
0,0,9.518143386,252.2287457,0.033176,0.031801,Charge+++++,,,,,
0,0,9.518143386,340.3832519,0.033176,0.028204,Charge+++++,,,,,
0,0,9.518143386,429.7871472,0.029821,0.025861,Charge+++++,,,,,
0,0,9.518143386,508.7959765,0.029821,0.023914,Charge+++++,,,,,
0,0,9.518143386,526.6121727,0.029821,0.0231,Charge+++++,,,,,
0,0,9.518143386,483.226653,0.029821,0.021989,Charge+++++,,,,,
0,0,9.518143386,400.6132313,0.029821,0.021967,Charge+++++,,,,,
0,0,9.518143386,322.847901,0.029821,0.02343,Charge+++++,,,,,
0,0,9.518143386,244.474999,0.029821,0.023463,Charge+++++,,,,,
0,0,9.518143386,211.2570663,0.029821,0.024123,Charge+++++,,,,,
0,0,9.518143386,200.0956743,0.029821,0.028017,Charge+++++,,,,,
0,6.853063238,1.903628677,200.1940505,0.029821,0.032549,Discharge-----,,,,,
0,0,1.903628677,198.6139388,0.029821,0.032802,Discharge-----,,,,,
0,0,1.903628677,211.4180798,0.029821,0.033737,Discharge-----,,,,,
0,0,1.903628677,255.9394421,0.029821,0.033187,Discharge-----,,,,,
0,0,1.903628677,298.7618878,0.029821,0.033484,Discharge-----,,,,,
0,0,1.903628677,276.7730029,0.029821,0.033561,Discharge-----,,,,,
0,0,1.903628677,243.3118386,0.029821,0.033374,Discharge-----,,,,,
0,0,1.903628677,230.859667,0.029821,0.033869,Discharge-----,,,,,
0,0,1.903628677,222.8395512,0.029821,0.034639,Discharge-----,,,,,
0,0,1.903628677,218.9547625,0.029821,0.034782,Discharge-----,,,,,
0,0,1.903628677,207.5835734,0.029821,0.034375,Discharge-----,,,,,
0,0,1.903628677,202.8977503,0.029821,0.033946,Discharge-----,,,,,
0,0,1.903628677,210.5649274,0.029821,0.033638,Discharge-----,,,,,
0,0,1.903628677,252.3192683,0.029821,0.032395,Discharge-----,,,,,
7.614514708,0,9.518143386,334.9092507,0.029821,0.029414,Charge+++++,,,,,
0,0,9.518143386,427.1184273,0.031548,0.02552,Charge+++++,,,,,
0,0,9.518143386,493.7303363,0.031548,0.02486,Charge+++++,,,,,
0,0,9.518143386,509.9658827,0.031548,0.024332,Charge+++++,,,,,
0,0,9.518143386,458.4915944,0.031548,0.024992,Charge+++++,,,,,
0,0,9.518143386,373.2266656,0.031548,0.026818,Charge+++++,,,,,
0,0,9.518143386,290.5796064,0.031548,0.029546,Charge+++++,,,,,
0,6.853063238,1.903628677,203.9370621,0.031548,0.033352,Discharge-----,,,,,
0,0,1.903628677,169.0636205,0.031548,0.034012,Discharge-----,,,,,
0,0,1.903628677,156.1346476,0.031548,0.034232,Discharge-----,,,,,
0,0,1.903628677,154.7777463,0.031548,0.034155,Discharge-----,,,,,
0,0,1.903628677,158.1685825,0.031548,0.034133,Discharge-----,,,,,
0,0,1.903628677,170.4688552,0.031548,0.034056,Discharge-----,,,,,
0,0,1.903628677,210.8874352,0.031548,0.034012,Discharge-----,,,,,
0,0,1.903628677,281.2675762,0.031548,0.033968,Discharge-----,,,,,
0,0,1.903628677,258.5221661,0.031548,0.033946,Discharge-----,,,,,
0,0,1.903628677,239.6179027,0.031548,0.033869,Discharge-----,,,,,
0,0,1.903628677,240.4244162,0.031548,0.033979,Discharge-----,,,,,
0,0,1.903628677,244.6078521,0.031548,0.034309,Discharge-----,,,,,
0,0,1.903628677,228.0954403,0.031548,0.034254,Discharge-----,,,,,
0,0,1.903628677,224.6439033,0.031548,0.034023,Discharge-----,,,,,
0,0,1.903628677,216.9170325,0.031548,0.033693,Discharge-----,,,,,
0,0,1.903628677,223.7709633,0.031548,0.032505,Discharge-----,,,,,
7.614514708,0,9.518143386,265.4388375,0.031548,0.030569,Charge+++++,,,,,
0,0,9.518143386,355.3123916,0.031548,0.027951,Charge+++++,,,,,
0,0,9.518143386,437.9594215,0.032285,0.027291,Charge+++++,,,,,
0,0,9.518143386,507.6780604,0.032285,0.025784,Charge+++++,,,,,
0,0,9.518143386,522.5605105,0.032285,0.025498,Charge+++++,,,,,
0,0,9.518143386,471.6780513,0.032285,0.025586,Charge+++++,,,,,
0,0,9.518143386,381.9905799,0.032285,0.027555,Charge+++++,,,,,
0,0,9.518143386,296.4356984,0.032285,0.029315,Charge+++++,,,,,
0,6.853063238,1.903628677,204.97471,0.032285,0.033033,Discharge-----,,,,,
0,0,1.903628677,170.4578947,0.032285,0.034067,Discharge-----,,,,,
0,0,1.903628677,156.4535403,0.032285,0.0341,Discharge-----,,,,,
0,0,1.903628677,154.7650182,0.032285,0.034056,Discharge-----,,,,,
0,0,1.903628677,160.4426667,0.032285,0.034012,Discharge-----,,,,,
0,0,1.903628677,171.9619294,0.032285,0.033869,Discharge-----,,,,,
0,0,1.903628677,213.4116479,0.032285,0.033748,Discharge-----,,,,,
0,0,1.903628677,279.362396,0.032285,0.033737,Discharge-----,,,,,
0,0,1.903628677,262.1093421,0.032285,0.033638,Discharge-----,,,,,
0,0,1.903628677,237.7513917,0.032285,0.03377,Discharge-----,,,,,
0,0,1.903628677,242.109948,0.032285,0.034078,Discharge-----,,,,,
0,0,1.903628677,242.5866734,0.032285,0.03509,Discharge-----,,,,,
0,0,1.903628677,234.2820214,0.032285,0.035409,Discharge-----,,,,,
0,0,1.903628677,223.6554038,0.032285,0.035167,Discharge-----,,,,,
0,0,1.903628677,216.4591816,0.032285,0.034914,Discharge-----,,,,,
0,0,1.903628677,225.071464,0.032285,0.034474,Discharge-----,,,,,
0,0,1.903628677,266.361448,0.032285,0.033825,Discharge-----,,,,,
0,0,1.903628677,357.155931,0.032285,0.03289,Discharge-----,,,,,
7.614514708,0,9.518143386,439.3584463,0.031339,0.030173,Charge+++++,,,,,
0,0,9.518143386,513.4790673,0.031339,0.028776,Charge+++++,,,,,
0,0,9.518143386,530.1195765,0.031339,0.027566,Charge+++++,,,,,
0,0,9.518143386,480.3546647,0.031339,0.027632,Charge+++++,,,,,
0,0,9.518143386,391.5912697,0.031339,0.02948,Charge+++++,,,,,
0,0,9.518143386,306.0228336,0.031339,0.029117,Charge+++++,,,,,
0,6.853063238,1.903628677,214.9663958,0.031339,0.031504,Discharge-----,,,,,
0,0,1.903628677,181.348646,0.031339,0.033484,Discharge-----,,,,,
0,0,1.903628677,167.2129747,0.031339,0.033495,Discharge-----,,,,,
0,0,1.903628677,164.9867951,0.031339,0.033451,Discharge-----,,,,,
0,0,1.903628677,167.8059393,0.031339,0.033286,Discharge-----,,,,,
0,0,1.903628677,181.3083468,0.031339,0.033099,Discharge-----,,,,,
0,0,1.903628677,220.9738117,0.031339,0.033033,Discharge-----,,,,,
0,0,1.903628677,277.7700198,0.031339,0.032934,Discharge-----,,,,,
0,0,1.903628677,255.9757881,0.031339,0.032934,Discharge-----,,,,,
0,0,1.903628677,220.7146841,0.031339,0.032824,Discharge-----,,,,,
0,0,1.903628677,218.6111245,0.031339,0.032923,Discharge-----,,,,,
0,0,1.903628677,203.3509085,0.031339,0.033363,Discharge-----,,,,,
0,0,1.903628677,195.6756951,0.031339,0.033484,Discharge-----,,,,,
0,0,1.903628677,187.0834592,0.031339,0.033242,Discharge-----,,,,,
0,0,1.903628677,185.6548977,0.031339,0.032087,Discharge-----,,,,,
7.614514708,0,9.518143386,196.3032698,0.031339,0.030173,Charge+++++,,,,,
0,0,9.518143386,239.2914451,0.031339,0.028226,Charge+++++,,,,,
0,0,9.518143386,327.1041491,0.031339,0.025828,Charge+++++,,,,,
0,0,9.518143386,415.9976491,0.031196,0.025344,Charge+++++,,,,,
0,0,9.518143386,486.2669319,0.031196,0.01848,Charge+++++,,,,,
0,0,9.518143386,502.2186026,0.031196,0.018194,Charge+++++,,,,,
0,0,9.518143386,449.6804807,0.031196,0.018205,Charge+++++,,,,,
0,0,9.518143386,360.9163951,0.031196,0.024387,Charge+++++,,,,,
0,0,9.518143386,279.1754332,0.031196,0.028083,Charge+++++,,,,,
0,6.853063238,1.903628677,196.0047785,0.031196,0.033319,Discharge-----,,,,,
0,0,1.903628677,164.6635769,0.031196,0.034254,Discharge-----,,,,,
0,0,1.903628677,154.8904124,0.031196,0.035024,Discharge-----,,,,,
0,0,1.903628677,152.9458859,0.031196,0.035266,Discharge-----,,,,,
0,0,1.903628677,153.6571614,0.031196,0.035673,Discharge-----,,,,,
0,0,1.903628677,167.823663,0.031196,0.035398,Discharge-----,,,,,
0,0,1.903628677,208.7262497,0.031196,0.035035,Discharge-----,,,,,
0,0,1.903628677,265.3895333,0.031196,0.034859,Discharge-----,,,,,
0,0,1.903628677,234.6190681,0.031196,0.034364,Discharge-----,,,,,
0,0,1.903628677,196.4556673,0.031196,0.03399,Discharge-----,,,,,
0,0,1.903628677,191.8091228,0.031196,0.034045,Discharge-----,,,,,
0,0,1.903628677,195.3838141,0.031196,0.035233,Discharge-----,,,,,
0,0,1.903628677,192.0003263,0.031196,0.035948,Discharge-----,,,,,
0,0,1.903628677,187.0834592,0.031196,0.035134,Discharge-----,,,,,
0,0,1.903628677,185.6548977,0.031196,0.033572,Discharge-----,,,,,
0,0,1.903628677,196.3032698,0.031196,0.033132,Discharge-----,,,,,
0,0,1.903628677,239.2914451,0.031196,0.031988,Discharge-----,,,,,
7.614514708,0,9.518143386,327.1041491,0.031196,0.029711,Charge+++++,,,,,
0,0,9.518143386,415.9976491,0.033264,0.029018,Charge+++++,,,,,
0,0,9.518143386,486.2669319,0.033264,0.02717,Charge+++++,,,,,
0,0,9.518143386,502.2186026,0.033264,0.026664,Charge+++++,,,,,
0,0,9.518143386,449.6804807,0.033264,0.026807,Charge+++++,,,,,
0,0,9.518143386,359.0283689,0.033264,0.029172,Charge+++++,,,,,
0,0,9.518143386,287.3783605,0.033264,0.031823,Charge+++++,,,,,
0,6.853063238,1.903628677,203.9788027,0.033264,0.033891,Discharge-----,,,,,
0,0,1.903628677,177.0675509,0.033264,0.035937,Discharge-----,,,,,
0,0,1.903628677,168.1850515,0.033264,0.036828,Discharge-----,,,,,
0,0,1.903628677,170.949023,0.033264,0.036399,Discharge-----,,,,,
0,0,1.903628677,176.094584,0.033264,0.036058,Discharge-----,,,,,
0,0,1.903628677,192.9443209,0.033264,0.035629,Discharge-----,,,,,
0,0,1.903628677,247.8816783,0.033264,0.034881,Discharge-----,,,,,
0,0,1.903628677,295.35243,0.033264,0.03432,Discharge-----,,,,,
0,0,1.903628677,276.5575633,0.033264,0.034012,Discharge-----,,,,,
0,0,1.903628677,243.1514824,0.033264,0.033913,Discharge-----,,,,,
0,0,1.903628677,232.3489153,0.033264,0.034078,Discharge-----,,,,,
0,0,1.903628677,216.4906847,0.033264,0.034958,Discharge-----,,,,,
0,0,1.903628677,200.9398003,0.033264,0.035717,Discharge-----,,,,,
0,0,1.903628677,187.9689701,0.033264,0.035035,Discharge-----,,,,,
0,0,1.903628677,185.6548977,0.033264,0.034386,Discharge-----,,,,,
0,0,1.903628677,196.3032698,0.033264,0.0341,Discharge-----,,,,,
0,0,1.903628677,239.2914451,0.033264,0.034023,Discharge-----,,,,,
0,0,1.903628677,327.1041491,0.033264,0.033627,Discharge-----,,,,,
7.614514708,0,9.518143386,415.9976491,0.032967,0.032208,Charge+++++,,,,,
0,0,9.518143386,487.1869872,0.032967,0.031999,Charge+++++,,,,,
0,0,9.518143386,514.4108698,0.032967,0.031834,Charge+++++,,,,,
0,0,9.518143386,476.5950983,0.032967,0.03201,Charge+++++,,,,,
0,0,9.518143386,393.5173999,0.032967,0.032604,Charge+++++,,,,,
0,0,9.518143386,320.4331627,0.032967,0.032483,Charge+++++,,,,,
0,6.853063238,1.903628677,242.0932096,0.032967,0.033781,Discharge-----,,,,,
0,0,1.903628677,213.9156782,0.032967,0.033924,Discharge-----,,,,,
0,0,1.903628677,200.4828777,0.032967,0.034276,Discharge-----,,,,,
0,0,1.903628677,202.8309466,0.032967,0.034606,Discharge-----,,,,,
0,0,1.903628677,201.4412265,0.032967,0.034441,Discharge-----,,,,,
0,0,1.903628677,210.6241805,0.032967,0.034166,Discharge-----,,,,,
0,0,1.903628677,258.922451,0.032967,0.03322,Discharge-----,,,,,
7.614514708,0,9.518143386,307.4898941,0.032967,0.032494,Charge+++++,,,,,
0,0,9.518143386,275.5120832,0.032967,0.032417,Charge+++++,,,,,
0,0,9.518143386,235.9135428,0.032967,0.032549,Charge+++++,,,,,
0,6.853063238,1.903628677,244.3007619,0.032967,0.033176,Discharge-----,,,,,
0,0,1.903628677,224.6947638,0.032967,0.034111,Discharge-----,,,,,
0,0,1.903628677,240.9935049,0.032967,0.034188,Discharge-----,,,,,
0,0,1.903628677,227.1673247,0.032967,0.033858,Discharge-----,,,,,
7.614514708,0,9.518143386,227.2124628,0.032967,0.032868,Charge+++++,,,,,
0,0,9.518143386,240.3379714,0.032967,0.032725,Charge+++++,,,,,
0,0,9.518143386,278.5826124,0.032967,0.03168,Charge+++++,,,,,
0,0,9.518143386,372.8942973,0.032967,0.029601,Charge+++++,,,,,
0,0,9.518143386,460.4944331,0.031504,0.029403,Charge+++++,,,,,
0,0,9.518143386,531.7910432,0.031504,0.028765,Charge+++++,,,,,
0,0,9.518143386,554.154072,0.031504,0.02761,Charge+++++,,,,,
0,0,9.518143386,505.3315723,0.031504,0.027544,Charge+++++,,,,,
0,0,9.518143386,424.7193803,0.031504,0.02882,Charge+++++,,,,,
0,0,9.518143386,345.8640653,0.031504,0.029887,Charge+++++,,,,,
0,0,9.518143386,260.850669,0.031504,0.030536,Charge+++++,,,,,
0,0,9.518143386,228.8047515,0.031504,0.030844,Charge+++++,,,,,
0,6.853063238,1.903628677,212.8053281,0.031504,0.03179,Discharge-----,,,,,
0,0,1.903628677,210.0870505,0.031504,0.03212,Discharge-----,,,,,
0,0,1.903628677,211.4754659,0.031504,0.032769,Discharge-----,,,,,
0,0,1.903628677,221.5999398,0.031504,0.032725,Discharge-----,,,,,
0,0,1.903628677,272.5025535,0.031504,0.032472,Discharge-----,,,,,
0,0,1.903628677,320.7510021,0.031504,0.03223,Discharge-----,,,,,
0,0,1.903628677,292.6697617,0.031504,0.032109,Discharge-----,,,,,
0,0,1.903628677,254.0491376,0.031504,0.03201,Discharge-----,,,,,
0,0,1.903628677,256.0162387,0.031504,0.032615,Discharge-----,,,,,
0,0,1.903628677,242.5470682,0.031504,0.033704,Discharge-----,,,,,
0,0,1.903628677,230.4419515,0.031504,0.034936,Discharge-----,,,,,
0,0,1.903628677,224.8600277,0.031504,0.034078,Discharge-----,,,,,
0,0,1.903628677,220.1570814,0.031504,0.033451,Discharge-----,,,,,
0,0,1.903628677,224.3181061,0.031504,0.033066,Discharge-----,,,,,
0,0,1.903628677,268.6601628,0.031504,0.032021,Discharge-----,,,,,
7.614514708,0,9.518143386,370.499743,0.031504,0.030492,Charge+++++,,,,,
0,0,9.518143386,462.627953,0.032934,0.030228,Charge+++++,,,,,
0,0,9.518143386,540.5556325,0.032934,0.02904,Charge+++++,,,,,
0,0,9.518143386,565.1884172,0.032934,0.02849,Charge+++++,,,,,
0,0,9.518143386,513.2790699,0.032934,0.029073,Charge+++++,,,,,
0,0,9.518143386,425.266501,0.032934,0.031284,Charge+++++,,,,,
0,6.853063238,1.903628677,336.6564911,0.032934,0.033121,Discharge-----,,,,,
0,0,1.903628677,245.1244322,0.032934,0.034056,Discharge-----,,,,,
0,0,1.903628677,206.9080994,0.032934,0.035123,Discharge-----,,,,,
0,0,1.903628677,185.5603662,0.032934,0.035849,Discharge-----,,,,,
0,0,1.903628677,177.6164387,0.032934,0.035706,Discharge-----,,,,,
0,0,1.903628677,175.9386371,0.032934,0.035508,Discharge-----,,,,,
0,0,1.903628677,187.7276042,0.032934,0.034947,Discharge-----,,,,,
0,0,1.903628677,235.5241566,0.032934,0.034001,Discharge-----,,,,,
0,0,1.903628677,292.8857045,0.032934,0.033638,Discharge-----,,,,,
0,0,1.903628677,271.7114263,0.032934,0.033649,Discharge-----,,,,,
0,0,1.903628677,235.3842955,0.032934,0.033913,Discharge-----,,,,,
0,0,1.903628677,237.9999416,0.032934,0.034386,Discharge-----,,,,,
0,0,1.903628677,234.0279525,0.032934,0.035101,Discharge-----,,,,,
0,0,1.903628677,227.7985033,0.032934,0.03553,Discharge-----,,,,,
0,0,1.903628677,218.6860123,0.032934,0.034848,Discharge-----,,,,,
0,0,1.903628677,214.0354568,0.032934,0.033682,Discharge-----,,,,,
7.614514708,0,9.518143386,219.2356276,0.032934,0.031812,Charge+++++,,,,,
0,0,9.518143386,246.2626839,0.032934,0.029997,Charge+++++,,,,,
0,0,9.518143386,297.2421369,0.032934,0.027368,Charge+++++,,,,,
0,0,9.518143386,329.0742322,0.032307,0.026587,Charge+++++,,,,,
0,0,9.518143386,380.0118348,0.032307,0.026246,Charge+++++,,,,,
0,0,9.518143386,461.2399224,0.032307,0.025993,Charge+++++,,,,,
0,0,9.518143386,473.555636,0.032307,0.025938,Charge+++++,,,,,
0,0,9.518143386,386.2058551,0.032307,0.02728,Charge+++++,,,,,
0,0,9.518143386,300.8205621,0.032307,0.030371,Charge+++++,,,,,
0,0,9.518143386,180.0082006,0.032307,0.032274,Charge+++++,,,,,
0,6.853063238,1.903628677,164.4209997,0.032307,0.034056,Discharge-----,,,,,
0,0,1.903628677,162.520649,0.032307,0.034353,Discharge-----,,,,,
0,0,1.903628677,163.5292815,0.032307,0.034122,Discharge-----,,,,,
0,0,1.903628677,177.7798549,0.032307,0.033836,Discharge-----,,,,,
0,0,1.903628677,221.2848469,0.032307,0.033627,Discharge-----,,,,,
0,0,1.903628677,290.7734387,0.032307,0.033682,Discharge-----,,,,,
0,0,1.903628677,271.7030915,0.032307,0.033792,Discharge-----,,,,,
0,0,1.903628677,235.0246864,0.032307,0.033803,Discharge-----,,,,,
0,0,1.903628677,230.7567924,0.032307,0.033935,Discharge-----,,,,,
0,0,1.903628677,225.2371119,0.032307,0.034232,Discharge-----,,,,,
0,0,1.903628677,215.0045842,0.032307,0.035728,Discharge-----,,,,,
0,0,1.903628677,198.4350288,0.032307,0.035992,Discharge-----,,,,,
0,0,1.903628677,194.70568,0.032307,0.035376,Discharge-----,,,,,
0,0,1.903628677,200.9165188,0.032307,0.034254,Discharge-----,,,,,
0,0,1.903628677,229.4457881,0.032307,0.033946,Discharge-----,,,,,
0,0,1.903628677,281.4391733,0.032307,0.033429,Discharge-----,,,,,
0,0,1.903628677,316.0931654,0.032307,0.032384,Discharge-----,,,,,
7.614514708,0,9.518143386,365.7602268,0.033858,0.03036,Charge+++++,,,,,
0,0,9.518143386,447.3418003,0.033858,0.02992,Charge+++++,,,,,
0,0,9.518143386,457.8792678,0.033858,0.029018,Charge+++++,,,,,
0,0,9.518143386,365.1155523,0.033858,0.028072,Charge+++++,,,,,
0,0,9.518143386,274.5801475,0.033858,0.031515,Charge+++++,,,,,
0,0,9.518143386,182.6765329,0.033858,0.032978,Charge+++++,,,,,
0,6.853063238,1.903628677,146.5121667,0.033858,0.033979,Discharge-----,,,,,
0,0,1.903628677,130.7995374,0.033858,0.035244,Discharge-----,,,,,
0,0,1.903628677,132.8357685,0.033858,0.03608,Discharge-----,,,,,
0,0,1.903628677,135.2407768,0.033858,0.035992,Discharge-----,,,,,
0,0,1.903628677,151.2430784,0.033858,0.03564,Discharge-----,,,,,
0,0,1.903628677,194.4094287,0.033858,0.03542,Discharge-----,,,,,
0,0,1.903628677,260.9363694,0.033858,0.034342,Discharge-----,,,,,
7.614514708,0,9.518143386,240.2368502,0.033858,0.033814,Charge+++++,,,,,
0,6.853063238,1.903628677,204.4117159,0.033858,0.033913,Discharge-----,,,,,
0,0,1.903628677,203.32831,0.033858,0.03465,Discharge-----,,,,,
0,0,1.903628677,199.8497107,0.033858,0.035233,Discharge-----,,,,,
0,0,1.903628677,194.2699722,0.033858,0.035728,Discharge-----,,,,,
0,0,1.903628677,190.5368123,0.033858,0.037785,Discharge-----,,,,,
0,0,1.903628677,188.9870314,0.033858,0.03564,Discharge-----,,,,,
0,0,1.903628677,194.4150415,0.033858,0.035343,Discharge-----,,,,,
0,0,1.903628677,221.0649403,0.033858,0.034848,Discharge-----,,,,,
0,0,1.903628677,273.1903897,0.033858,0.034276,Discharge-----,,,,,
7.614514708,0,9.518143386,308.0874252,0.033858,0.03267,Charge+++++,,,,,
0,0,9.518143386,357.7697842,0.034034,0.032703,Charge+++++,,,,,
0,0,9.518143386,439.2088806,0.034034,0.032241,Charge+++++,,,,,
0,0,9.518143386,451.2289132,0.034034,0.029161,Charge+++++,,,,,
0,0,9.518143386,367.0873982,0.034034,0.029205,Charge+++++,,,,,
0,0,9.518143386,284.4125377,0.034034,0.031108,Charge+++++,,,,,
0,0,9.518143386,199.816968,0.034034,0.032967,Charge+++++,,,,,
0,6.853063238,1.903628677,169.1862323,0.034034,0.034144,Discharge-----,,,,,
0,0,1.903628677,154.5445787,0.034034,0.036553,Discharge-----,,,,,
0,0,1.903628677,152.6887184,0.034034,0.037609,Discharge-----,,,,,
0,0,1.903628677,154.5886257,0.034034,0.035926,Discharge-----,,,,,
0,0,1.903628677,168.8004302,0.034034,0.035651,Discharge-----,,,,,
0,0,1.903628677,210.5062265,0.034034,0.035464,Discharge-----,,,,,
0,0,1.903628677,274.483742,0.034034,0.035244,Discharge-----,,,,,
0,0,1.903628677,250.6345284,0.034034,0.03487,Discharge-----,,,,,
0,0,1.903628677,212.5564481,0.034034,0.034298,Discharge-----,,,,,
0,0,1.903628677,216.3353683,0.034034,0.034177,Discharge-----,,,,,
0,0,1.903628677,220.4700795,0.034034,0.034155,Discharge-----,,,,,
0,0,1.903628677,203.812964,0.034034,0.035387,Discharge-----,,,,,
0,0,1.903628677,187.6749175,0.034034,0.040766,Discharge-----,,,,,
0,0,1.903628677,185.5763799,0.034034,0.035222,Discharge-----,,,,,
0,0,1.903628677,192.2694252,0.034034,0.034298,Discharge-----,,,,,
7.614514708,0,9.518143386,221.0649403,0.034034,0.033517,Charge+++++,,,,,
0,0,9.518143386,273.1903897,0.034034,0.032175,Charge+++++,,,,,
0,0,9.518143386,308.0874252,0.034034,0.029854,Charge+++++,,,,,
0,0,9.518143386,357.7697842,0.034166,0.030283,Charge+++++,,,,,
0,0,9.518143386,439.2088806,0.034166,0.029117,Charge+++++,,,,,
0,0,9.518143386,449.5710011,0.034166,0.028633,Charge+++++,,,,,
0,0,9.518143386,359.6038631,0.034166,0.030943,Charge+++++,,,,,
0,0,9.518143386,282.8519619,0.034166,0.032912,Charge+++++,,,,,
0,0,9.518143386,205.430189,0.034166,0.033869,Charge+++++,,,,,
0,6.853063238,1.903628677,178.3850939,0.034166,0.034892,Discharge-----,,,,,
0,0,1.903628677,170.2945122,0.034166,0.035563,Discharge-----,,,,,
0,0,1.903628677,175.4399083,0.034166,0.035805,Discharge-----,,,,,
0,0,1.903628677,179.7896003,0.034166,0.035662,Discharge-----,,,,,
0,0,1.903628677,196.2544428,0.034166,0.035409,Discharge-----,,,,,
0,0,1.903628677,249.9373701,0.034166,0.035156,Discharge-----,,,,,
0,0,1.903628677,316.4750321,0.034166,0.03498,Discharge-----,,,,,
0,0,1.903628677,291.9787481,0.034166,0.034738,Discharge-----,,,,,
0,0,1.903628677,257.4148701,0.034166,0.03465,Discharge-----,,,,,
0,0,1.903628677,255.6765047,0.034166,0.034606,Discharge-----,,,,,
0,0,1.903628677,257.2064714,0.034166,0.035013,Discharge-----,,,,,
0,0,1.903628677,238.7456449,0.034166,0.035827,Discharge-----,,,,,
0,0,1.903628677,218.2918667,0.034166,0.037257,Discharge-----,,,,,
0,0,1.903628677,202.2847217,0.034166,0.036113,Discharge-----,,,,,
0,0,1.903628677,201.0306605,0.034166,0.035178,Discharge-----,,,,,
0,0,1.903628677,221.0649403,0.034166,0.034903,Discharge-----,,,,,
0,0,1.903628677,273.1903897,0.034166,0.034463,Discharge-----,,,,,
7.614514708,0,9.518143386,308.0874252,0.034166,0.033957,Charge+++++,,,,,
0,6.853063238,1.903628677,357.7697842,0.033187,0.034496,Discharge-----,,,,,
0,0,1.903628677,439.2088806,0.033187,0.033352,Discharge-----,,,,,
7.614514708,0,9.518143386,449.5710011,0.033187,0.033044,Charge+++++,,,,,
0,0,9.518143386,359.2346748,0.033187,0.031471,Charge+++++,,,,,
0,0,9.518143386,275.8823867,0.033187,0.031086,Charge+++++,,,,,
0,0,9.518143386,199.7392344,0.033187,0.032142,Charge+++++,,,,,
0,0,9.518143386,165.9278228,0.033187,0.030976,Charge+++++,,,,,
0,0,9.518143386,154.1424053,0.033187,0.032846,Charge+++++,,,,,
0,6.853063238,1.903628677,152.6139214,0.033187,0.034078,Discharge-----,,,,,
0,0,1.903628677,149.2192767,0.033187,0.034606,Discharge-----,,,,,
0,0,1.903628677,166.5216022,0.033187,0.034727,Discharge-----,,,,,
0,0,1.903628677,209.3176192,0.033187,0.034265,Discharge-----,,,,,
0,0,1.903628677,275.5356175,0.033187,0.034001,Discharge-----,,,,,
0,0,1.903628677,268.2630183,0.033187,0.033748,Discharge-----,,,,,
7.614514708,0,9.518143386,232.3064812,0.033187,0.033121,Charge+++++,,,,,
0,0,9.518143386,238.9263652,0.033187,0.032923,Charge+++++,,,,,
0,6.853063238,1.903628677,242.6819158,0.033187,0.033715,Discharge-----,,,,,
0,0,1.903628677,239.2715733,0.033187,0.034243,Discharge-----,,,,,
0,0,1.903628677,224.5369033,0.033187,0.034826,Discharge-----,,,,,
0,0,1.903628677,211.0299362,0.033187,0.034111,Discharge-----,,,,,
0,0,1.903628677,208.5623764,0.033187,0.033836,Discharge-----,,,,,
0,0,1.903628677,231.9244051,0.033187,0.033638,Discharge-----,,,,,
7.614514708,0,9.518143386,279.7081793,0.033187,0.032516,Charge+++++,,,,,
0,0,9.518143386,310.7459592,0.033187,0.028743,Charge+++++,,,,,
0,0,9.518143386,364.0497222,0.031251,0.028644,Charge+++++,,,,,
0,0,9.518143386,450.8489379,0.031251,0.027522,Charge+++++,,,,,
0,0,9.518143386,467.3684771,0.031251,0.026774,Charge+++++,,,,,
0,0,9.518143386,386.634452,0.031251,0.026719,Charge+++++,,,,,
0,0,9.518143386,309.2363512,0.031251,0.026796,Charge+++++,,,,,
0,0,9.518143386,226.650205,0.031251,0.027126,Charge+++++,,,,,
0,0,9.518143386,199.2167963,0.031251,0.026851,Charge+++++,,,,,
0,0,9.518143386,194.6945144,0.031251,0.028017,Charge+++++,,,,,
0,0,9.518143386,199.699329,0.031251,0.030712,Charge+++++,,,,,
0,6.853063238,1.903628677,204.5671261,0.031251,0.032769,Discharge-----,,,,,
0,0,1.903628677,220.3379907,0.031251,0.032087,Discharge-----,,,,,
0,0,1.903628677,276.0387242,0.031251,0.032065,Discharge-----,,,,,
0,0,1.903628677,333.6057828,0.031251,0.031856,Discharge-----,,,,,
0,0,1.903628677,295.6785305,0.031251,0.031581,Discharge-----,,,,,
