ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
344.94844141184626,956.8843798344056,1516.9219781504664,0.23182077616700236,27.96103024482727,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,313685.5081290218,21527.784035431283,3998.0607405122314,339211.3529049653,78656.83044980111,947374.1069487276,769826.8531573139
313.0098302361191,1019.0291038173906,182.7767470699091,0.23139303604279482,23.75474715232849,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,140230.52452409835,61920.94577892821,1863.6130025219702,204015.08330554853,-382646.331315309,392664.87849885965,353398.3906489737
422.9135379665049,1267.6211057119372,1504.0098736032292,0.232860267313943,22.227011919021606,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,461013.3596990313,17720.07724079656,5904.365740785719,484637.8026806135,-58159.59865511244,1475644.1966319706,1197128.0861795042
448.6172156184406,1226.3172541672357,205.2973049876997,0.2331695203566891,24.521793365478516,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,118015.68438082011,4903.7575485482,1521.4690397800864,124440.9109691484,-476042.4495939859,368451.0711023822,300610.5184107098
254.33844845595033,853.2204229067121,504.46367276856154,0.23084580348758857,25.56205987930298,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,319755.9459075403,23586.522652819902,4070.5551496548633,347413.02371001506,-202840.58130459016,951316.4792571211,783787.1540431236
139.3796799316778,456.3011094587135,1468.4670743132929,0.23053589206736613,23.086097717285156,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,64223.12190547149,45712.455909810546,853.8212663516326,110789.39908163366,288024.20683739765,179376.53797075344,161438.88417367812
293.34712017522145,924.6825325128298,719.4581580251347,0.2311968279495792,24.796391010284424,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,124345.29712847774,13007.575146432555,1557.0005402334323,138909.87281514375,-165251.9511981417,363751.14922172535,297815.62128181284
316.5165800426774,880.108546072301,147.8148092501334,0.23155334612647652,23.731638431549072,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,121503.86271566081,49530.072216056804,1615.7780377339966,172649.7129694516,-340679.6484180457,340354.58877963794,306319.1299016741
193.92939201914592,547.5875731126866,42.48958353015434,0.2308466024207622,22.917038679122925,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,144062.03002378688,8125.641525602215,1852.4031704529946,154040.0747198421,-227905.22692271942,433756.85701774433,356769.1300885939
213.99398342324528,684.8171708462304,494.32441061516636,0.2306836660151917,25.510995864868164,92.6742661493957,250.24536005672033,0.0008542038015646256,568.3441788049897,90737.44577712729,8966.347905433979,1144.8541895998505,100848.6478721611,-134652.9028309887,265849.9773482626,218792.17521933452
