ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
270.4408062269151,765.8345821100523,1512.333120502554,0.2312211231706546,12.475733280181885,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,298177.77668794396,11331.469780907739,3825.304442066916,313334.55091091857,162580.3181866486,953049.7322393787,772835.1232248793
470.4606216605658,1162.0714378319185,1204.6256883254864,0.2332207176861718,13.433394193649292,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,167032.54533450163,30209.71878165753,2065.4378235087684,199307.70193966792,-123310.71613387385,477769.1990818853,394432.77248368843
374.1313796231064,1070.2634524582304,1105.3135320134306,0.23211605229744903,11.805618524551392,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,243804.51037837449,15676.10480620816,3123.2443435471187,262603.8595281297,-106137.44318181329,737009.4678686813,600988.0907491564
170.69798276242926,609.6081855969471,1409.9923893191412,0.2312346990806793,12.209219694137573,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,565500.6882641885,28219.641859687545,7303.581484880246,601023.9116087564,204330.1136731183,1752451.5320832068,1434294.0588141757
362.66308176120896,1205.0321898130846,1165.8000435793574,0.23210373112496094,12.123071908950806,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,225406.20125778348,21743.808431180147,2854.8748365662873,250004.88452552995,-136849.82040783728,661379.5826475567,547415.6247403772
369.4239499561665,1033.2823091118762,1277.5842475450518,0.23207279234494196,12.047404766082764,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,140810.6960583667,15478.863503163377,1751.1617722655799,158040.72133379566,-33987.855672898644,411105.01428594603,335083.9495864937
311.98721884371804,602.9295628993384,1372.2462849346687,0.2343102160260632,12.864091634750366,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,263800.814880036,13072.26446955179,3405.905213271533,280278.9845628593,173404.08552599448,812507.8633509551,659270.1187177196
586.9498252440378,1689.0505921898641,234.6651902381302,0.2358444360626544,12.38667917251587,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,289649.41455286625,56996.423190900416,3584.814902752855,350230.6526465195,-666995.5134697392,830112.6017666813,687846.8262154158
152.27601474347352,406.09983148590925,497.420662003955,0.23098517247913214,13.92984938621521,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,167874.21786888194,6380.36501775154,2155.488136859151,176410.0710234926,-15967.002152434841,534648.1864232925,433688.466767647
253.36688862603577,658.7255716046394,339.8036767274657,0.23130283558422976,12.537307262420654,125.29097156957293,363.27583423003506,0.0014966073805346043,447.1464268220512,314565.7645649596,49411.31376987175,3964.6487088198487,367941.7270436512,-181534.00776394314,906707.1208966087,761165.0859021236
