ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
128.2479943,420.4127361,211.025215,0.230506824,128.8510273,64.86591748,210.7178005,0.000309605,260.4520169,59233.24044,60738.51059,787.4356574,120759.1867,-112816.3873,165418.5705,148876.7135
302.7364896,975.8634769,130.1971975,0.231269895,134.1116428,64.86591748,210.7178005,0.000309605,260.4520169,128668.7358,12684.65891,1624.731483,142978.1262,-381731.9431,377167.4316,310624.1199
225.7871827,754.4994736,59.58407213,0.230675765,133.1414838,64.86591748,210.7178005,0.000309605,260.4520169,264222.2676,9460.482956,3388.752608,277071.5032,-307514.0832,857024.712,694245.7995
228.9159648,758.5525299,74.93648276,0.230691826,129.3635864,64.86591748,210.7178005,0.000309605,260.4520169,99650.43297,9591.578924,1261.66195,110503.6738,-304472.3771,292120.7246,241028.8643
130.473299,435.1938631,898.3248848,0.230494097,130.4548619,64.86591748,210.7178005,0.000309605,260.4520169,152799.5042,5466.831226,1959.651367,160225.9868,108733.3235,495929.0093,401719.9052
164.6687936,552.0606638,3.445707704,0.230537338,126.1654537,64.86591748,210.7178005,0.000309605,260.4520169,63879.3392,3775.012702,819.2109927,68473.56289,-238223.5085,192174.92,157520.2189
269.1361484,904.0716367,98.6048349,0.230947314,135.4139409,64.86591748,210.7178005,0.000309605,260.4520169,118225.9666,11276.80462,1498.860594,131001.6318,-359254.2186,346680.0489,286360.6777
289.1425769,959.9064297,120.1742164,0.231134098,126.7385674,64.86591748,210.7178005,0.000309605,260.4520169,141471.84,27360.7826,1734.062932,170566.6855,-376818.2974,403917.2371,331201.9158
306.8191138,1002.768541,462.7284458,0.231317404,131.3032928,64.86591748,210.7178005,0.000309605,260.4520169,131760.3414,12855.72087,1665.942741,146282.005,-282676.5392,386330.7548,318482.3633
188.2686398,625.2951467,35.8924737,0.230549781,129.9361384,64.86591748,210.7178005,0.000309605,260.4520169,87532.22551,48873.08976,1163.69212,137569.0074,-259491.6574,244711.4836,220240.3352
