ESS_power,ESS_capacity,ELH_power,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,std_ELH_power,cost_charging,Fixed_OnM,Variable_OnM,Cost_yearly,Cost_investment,Charge_summed_yearly,Discharge_summed_yearly
146.37960855779474,470.4083342744533,332.9878365956217,0.23057260893726927,41.19832754135132,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,66182.82002750231,21062.05378156053,879.8740119659662,88124.74782102881,-94578.63797254718,184856.85127252966,166371.16614527671
230.65435791339095,772.1062745271597,57.68187262308614,0.23069518708468628,42.779375314712524,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,275263.0874112708,9870.740212363355,3530.7887243319938,288664.61634796613,-315720.89429071697,892880.8933240013,723319.7189707231
135.24971754636766,434.041326454573,1054.4378369811482,0.23054958463023117,39.20098352432251,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,158391.79064885867,5666.963165192807,2031.544817870883,166090.29863192237,160175.76938113692,514042.8622317177,416394.8052370673
368.21948708651786,1066.1935785987816,741.6240074975492,0.23202826746867766,44.660510778427124,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,142228.71754020243,15428.396508925103,1772.3784908073096,159429.49253993484,-224127.72918593138,415514.6933228543,339166.4824608929
214.33600796526773,676.5035821918509,33.500119103975614,0.2307026956416215,39.03303837776184,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,89937.24521035064,8980.678733744719,1133.1206125873452,100051.0445566827,-284093.15272706345,263427.99983771465,216579.67397190598
327.8769627632556,1057.1137441840024,947.3441201237438,0.231520658332415,39.67253041267395,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,139201.4268612638,13738.044739780415,1757.7809975786117,154697.2525986228,-146456.38871060224,408115.82600236987,336113.30793446436
213.5099802032846,719.484733801838,63.17483279632007,0.23060211562578664,40.99073600769043,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,94181.98593655297,8946.068170517627,1194.2894684501507,104322.34357552076,-290870.2388277829,276170.3829221774,228126.84482391144
237.18522859249452,730.8808634482252,59.422002203940195,0.230821058488894,39.36318063735962,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,97683.67895343936,9938.061078025523,1227.715345780729,108849.45537724563,-300071.4269386675,285952.6127812141,234708.53402479537
292.32508008486775,949.2710842549851,1342.8005048887305,0.2311720942604764,42.79114556312561,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,124991.32681324106,12248.42085555596,1579.6222772401713,138819.3699460372,31781.249310479034,366428.9280433967,301950.84111337597
324.16890040468,1056.6380984311695,1094.9704796121787,0.23149698494108528,40.592660665512085,73.73577379134701,222.3744047508363,0.0004857570567645056,490.2344680354453,145157.64847091478,58311.698510872346,1929.0246502924995,205398.3716320796,-96825.65744207398,406477.6705465306,365829.90349187754
