ESS_power,ESS_capacity,fitness_function,Time,std_ESS_power,std_ESS_capacity,std_fitness_function,profit_kWh,profit_peak_kW,cost_charge,cost_O_n_M_fixed,cost_O_n_m_variable,Cashflow_total,Cost_investment,Summed_charge_kWh,Summed_Discharge_kWh
3.079748830505078,40.10024314114873,-18174.433078802773,87.15441870689392,6.487744776686401,29.896542001495778,13242.05033370341,3858.5290397609965,1881.0153885088744,-3849.2302661019216,-129.0414759981628,-49.3906404039437,1711.8820457658437,-19278.337507817087,12534.577740155668,10158.848907289339
3.361518994622265,2.7006220394237626,-1890.8054872948903,89.67265367507935,6.487744776686401,29.896542001495778,13242.05033370341,4199.2295626504865,2025.251169434739,-4201.401272081817,-140.84764587467293,-53.74322046980345,1828.4885936589305,-1861.5313489722257,13681.38230811262,11094.717983244658
1.9202823886591156,15.609223647058254,-7124.723669962777,90.9155125617981,6.487744776686401,29.896542001495778,13242.05033370341,2369.775646516092,1175.5182046175569,-2400.068803233197,-80.45983208481697,-30.33434611539535,1034.4308697002396,-7633.017435441058,7815.5493218426,6352.0748803624465
11.823823539969723,106.00971305790395,-48035.43758175882,90.19403290748596,6.487744776686401,29.896542001495778,13242.05033370341,15279.046107396185,17431.715301098426,-15448.991160642669,-45543.54589827851,-204.85560873383332,-28486.631259160404,-51622.038317860446,42994.78845221256,38695.30960699131
22.379739784440638,10.366304999531852,-9145.408365998093,90.00727200508118,6.487744776686401,29.896542001495778,13242.05033370341,6315.970454490049,2833.53342229746,-6571.995268020749,-937.711096968063,-82.65892308938206,1557.1385887093156,-8837.605422891076,18820.732821093705,15744.252826688735
0.14803973241244608,1.7260721140634376,-781.4043813713495,89.36174249649048,6.487744776686401,29.896542001495778,13242.05033370341,175.05831372470266,87.8113944242318,-185.02775711555788,-6.202864788081491,-2.2394249662601164,69.39966127903497,-832.5786947717542,602.5217109186556,493.5288129117066
0.8539953145561471,13.515505219024956,-6145.5901582578235,85.3377435207367,6.487744776686401,29.896542001495778,13242.05033370341,1947.9727040996775,753.8916696022308,-1969.6395229962231,-47124.46576530788,-26.117673269017736,-46418.358587871204,-6464.77096086056,5481.538162445078,4933.38434620057
2.0006119807041367,13.361968916910492,-6176.447692148609,81.6498634815216,6.487744776686401,29.896542001495778,13242.05033370341,2472.3375314622385,1224.692689774595,-2500.4689053131465,-83.82564199150336,-31.653124979382408,1081.0825489528015,-6597.803238228406,8142.490761465834,6615.870755040066
9.133463837214514,4.383633536817626,-3829.102721885507,88.92932176589966,6.487744776686401,29.896542001495778,13242.05033370341,631.8075673913064,171.64283814966487,-638.8350067960396,-41008.64073752164,-8.47103431135895,-40852.49637308807,-3678.2035098083275,1777.8879984756813,1600.0991986281133
5.78710293282621,10.315601944842815,-5788.426261346861,85.23014116287231,6.487744776686401,29.896542001495778,13242.05033370341,7239.0196253798385,3268.649385802037,-7233.022232669736,-242.47961288541828,-92.65593063527977,2939.511234991444,-5851.1438320048355,23553.50893660267,19095.2361060263
